Rk,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
113,Alexandre Brito,POR,MF,Sporting CP,19,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
114,Emi Buendía,ARG,"FW,MF",Aston Villa,28,4,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,6,10,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
115,Emi Buendía,ARG,MF,Leverkusen,28,2,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,Hugo Bueno,ESP,"DF,MF",Feyenoord,22,9,6,546,6.1,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.2,25,20,36,0.00,0.16,0.16,0.00,0.16,0.04,0.15,0.19,0.04,0.19
117,Nathan Butler-Oyedeji,ENG,FW,Arsenal,22,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,Rémy Cabella,FRA,"MF,FW",Lille,35,7,6,383,4.3,1,1,2,1,0,0,1,0,1.2,1.2,0.6,1.8,17,23,30,0.23,0.23,0.47,0.23,0.47,0.29,0.14,0.43,0.29,0.43
119,Arthur Cabral,BRA,"FW,MF",Benfica,27,6,0,80,0.9,1,0,1,1,0,0,0,1,0.4,0.4,0.0,0.4,0,0,5,1.13,0.00,1.13,1.13,1.13,0.40,0.03,0.43,0.40,0.43
120,Davide Calabria,ITA,DF,Milan,28,5,3,313,3.5,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,4,16,21,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.15,0.03,0.15
121,Riccardo Calafiori,ITA,DF,Arsenal,23,8,4,431,4.8,1,1,2,1,0,0,2,0,0.7,0.7,1.0,1.7,8,13,10,0.21,0.21,0.42,0.21,0.42,0.14,0.22,0.36,0.14,0.36
122,Hakan Çalhanoğlu,TUR,MF,Inter,31,11,10,758,8.4,4,2,6,1,3,3,3,0,3.1,0.7,0.9,1.6,5,27,3,0.47,0.24,0.71,0.12,0.36,0.36,0.10,0.47,0.08,0.18
123,Amady Camara,MLI,"FW,MF",Sturm Graz,19,4,2,132,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,2,1,5,0.00,0.00,0.00,0.00,0.00,0.38,0.08,0.46,0.38,0.46
124,Lamine Camara,SEN,MF,Monaco,21,9,9,605,6.7,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,7,23,10,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.10,0.03,0.10
125,Mahdi Camara,FRA,MF,Brest,26,10,9,705,7.8,1,0,1,1,0,0,2,0,1.0,1.0,0.3,1.3,10,21,25,0.13,0.00,0.13,0.13,0.13,0.13,0.04,0.17,0.13,0.17
126,Francesco Camarda,ITA,"FW,MF",Milan,17,4,0,39,0.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,2,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.35,0.35,0.35
127,Eduardo Camavinga,FRA,MF,Real Madrid,22,9,5,496,5.5,0,0,0,0,0,0,4,1,0.1,0.1,0.6,0.7,7,25,5,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.14,0.01,0.14
128,Andrea Cambiaso,ITA,DF,Juventus,25,7,5,565,6.3,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,21,29,22,0.00,0.16,0.16,0.00,0.16,0.01,0.03,0.05,0.01,0.05
129,Cole Campbell,USA,FW,Dortmund,19,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Emre Can,GER,"DF,MF",Dortmund,31,12,10,942,10.5,2,1,3,0,2,2,1,0,1.8,0.2,0.1,0.2,6,26,6,0.19,0.10,0.29,0.00,0.10,0.17,0.01,0.17,0.02,0.02
131,Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,27,8,5,515,5.7,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,7,16,13,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04
132,Diego Carlos,BRA,DF,Aston Villa,32,6,5,484,5.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,1,21,0,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.06,0.04,0.06
133,Marco Carnesecchi,ITA,GK,Atalanta,24,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,Julián Carranza,ARG,FW,Feyenoord,25,7,2,265,2.9,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.9,0,4,6,0.34,0.00,0.34,0.34,0.34,0.21,0.08,0.29,0.21,0.29
135,Álvaro Carreras,ESP,DF,Benfica,22,10,10,900,10.0,0,2,2,0,0,0,5,0,0.4,0.4,1.5,1.9,20,54,56,0.00,0.20,0.20,0.00,0.20,0.04,0.15,0.19,0.04,0.19
136,Cameron Carter-Vickers,USA,DF,Celtic,27,7,7,606,6.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,9,32,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
137,Dani Carvajal,ESP,DF,Real Madrid,33,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.2,3,12,14,0.00,0.50,0.50,0.00,0.50,0.02,0.06,0.09,0.02,0.09
138,Marc Casado,ESP,MF,Barcelona,21,10,7,633,7.0,0,2,2,0,0,0,1,0,0.4,0.4,0.5,0.8,6,47,11,0.00,0.28,0.28,0.00,0.28,0.05,0.07,0.12,0.05,0.12
139,Nicolò Casale,ITA,DF,Bologna,27,4,2,219,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Matty Cash,POL,"DF,FW",Aston Villa,27,8,7,513,5.7,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.1,9,14,19,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.19,0.15,0.19
141,Santiago Castro,ARG,FW,Bologna,20,7,4,336,3.7,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,2,2,22,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16
142,Geny Catamo,MOZ,"DF,MF",Sporting CP,24,8,6,504,5.6,1,0,1,1,0,0,0,0,1.0,1.0,0.4,1.4,16,20,33,0.18,0.00,0.18,0.18,0.18,0.17,0.07,0.24,0.17,0.24
143,Dani Ceballos,ESP,MF,Real Madrid,28,9,4,405,4.5,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.7,4,35,2,0.00,0.22,0.22,0.00,0.22,0.01,0.15,0.17,0.01,0.17
144,Julian Chabot,GER,DF,Stuttgart,27,8,7,647,7.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,28,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
145,El Chadaille Bitshiabu,FRA,DF,RB Leipzig,20,4,3,268,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
146,Miguel Chaiwa,ZAM,"FW,MF",Young Boys,20,2,0,41,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,Brendan Chardonnet,FRA,DF,Brest,30,9,9,810,9.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,0,14,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
148,Anrie Chase,JPN,DF,Stuttgart,21,5,1,158,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
149,Lucas Chevalier,FRA,GK,Lille,23,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,Federico Chiesa,ITA,FW,Liverpool,27,3,1,107,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,4,13,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13
151,Andreas Christensen,DEN,DF,Barcelona,29,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,Tochi Chukwuani,DEN,MF,Sturm Graz,22,7,7,604,6.7,0,1,1,0,0,0,2,0,0.3,0.3,0.9,1.3,4,20,5,0.00,0.15,0.15,0.00,0.15,0.05,0.14,0.19,0.05,0.19
153,Carney Chukwuemeka,ENG,"MF,FW",Dortmund,21,3,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,3,6,4,0.00,0.00,0.00,0.00,0.00,0.12,0.67,0.79,0.12,0.79
154,Samuel Chukwueze,NGA,FW,Milan,26,7,1,280,3.1,0,1,1,0,0,0,2,0,0.3,0.3,0.7,1.0,21,18,49,0.00,0.32,0.32,0.00,0.32,0.11,0.22,0.33,0.11,0.33
155,Bobby Clark,ENG,"MF,FW",RB Salzburg,20,6,4,326,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,7,12,15,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.16,0.08,0.16
156,Silvi Clúa,ESP,MF,Girona,20,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,Elias Cobbaut,BEL,DF,Sparta Prague,27,2,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Matteo Cocchi,ITA,DF,Inter,18,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,Ebrima Colley,GAM,"FW,MF",Young Boys,25,7,4,306,3.4,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,7,8,17,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13
160,Kingsley Coman,FRA,FW,Bayern Munich,28,11,5,458,5.1,1,0,1,1,0,0,2,0,1.2,1.2,0.7,1.9,22,17,75,0.20,0.00,0.20,0.20,0.20,0.24,0.14,0.38,0.24,0.38
161,Francisco Conceição,POR,FW,Juventus,22,9,6,605,6.7,1,1,2,1,0,0,2,0,0.6,0.6,0.5,1.1,50,20,67,0.15,0.15,0.30,0.15,0.30,0.09,0.08,0.16,0.09,0.16
162,Abdu Conté,POR,DF,Young Boys,27,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,Tommaso Corazza,ITA,DF,Bologna,20,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,Juan Córdoba,COL,"FW,MF",Dinamo Zagreb,21,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
165,Ángel Correa,ARG,"MF,FW",Atlético Madrid,30,8,2,269,3.0,3,1,4,3,0,0,2,0,1.6,1.6,0.8,2.5,14,9,14,1.00,0.33,1.34,1.00,1.34,0.62,0.32,0.93,0.62,0.93
166,Grégoire Coudert,FRA,GK,Brest,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,Soumaïla Coulibaly,FRA,DF,Brest,21,8,7,636,7.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,12,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Thibaut Courtois,BEL,GK,Real Madrid,33,12,12,1110,12.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Yan Couto,BRA,DF,Dortmund,22,8,2,231,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,8,12,19,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04
170,Juan Cuadrado,COL,DF,Atalanta,36,8,2,320,3.6,0,1,1,0,0,0,1,0,0.4,0.4,2.2,2.6,14,22,25,0.00,0.28,0.28,0.00,0.28,0.12,0.61,0.73,0.12,0.73
171,Pau Cubarsí,ESP,DF,Barcelona,18,13,12,977,10.9,0,1,1,0,0,0,2,1,0.2,0.2,1.0,1.2,7,74,2,0.00,0.09,0.09,0.00,0.09,0.02,0.09,0.11,0.02,0.11
172,Andres Cuenca,ESP,DF,Barcelona,17,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,Daniel Cummings,SCO,FW,Celtic,19,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,Adam Daghim,DEN,FW,RB Salzburg,19,7,4,393,4.4,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.7,16,9,38,0.23,0.00,0.23,0.23,0.23,0.13,0.04,0.17,0.13,0.17
175,Samuel Dahl,SWE,"DF,FW",Benfica,25,3,1,157,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,5,6,9,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.21,0.09,0.21
176,Ameen Al-Dakhil,BEL,"DF,MF",Stuttgart,23,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,Dálcio,GNB,MF,Red Star,29,5,0,183,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,6,5,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09
178,Thijs Dallinga,NED,FW,Bologna,24,8,4,412,4.6,1,0,1,1,0,0,0,0,1.7,1.7,0.0,1.7,4,4,16,0.22,0.00,0.22,0.22,0.22,0.37,0.01,0.38,0.37,0.38
179,Matteo Dams,BEL,DF,PSV Eindhoven,21,6,6,416,4.6,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,19,13,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
180,Kryštof Daněk,CZE,"FW,MF",Sparta Prague,22,3,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
181,Danilo,BRA,DF,Juventus,33,4,2,232,2.6,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,1,10,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
182,Arnaut Danjuma,NED,FW,Girona,28,7,3,389,4.3,1,2,3,1,0,0,1,0,1.3,1.3,1.0,2.3,34,12,38,0.23,0.46,0.69,0.23,0.69,0.31,0.23,0.53,0.31,0.53
183,Jayden Danns,ENG,FW,Liverpool,19,1,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
184,Matteo Darmian,ITA,DF,Inter,35,9,5,524,5.8,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,7,14,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.14,0.06,0.14
185,Juan David Cabal,COL,DF,Juventus,24,2,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
186,Jonathan David,CAN,FW,Lille,25,10,8,747,8.3,7,2,9,5,2,2,2,0,4.7,3.1,1.3,4.4,8,16,52,0.84,0.24,1.08,0.60,0.84,0.56,0.15,0.72,0.37,0.53
187,Alphonso Davies,CAN,DF,Bayern Munich,24,9,8,701,7.8,2,0,2,2,0,0,0,0,1.7,1.7,0.7,2.4,36,51,41,0.26,0.00,0.26,0.26,0.26,0.21,0.10,0.31,0.21,0.31
188,Kevin De Bruyne,BEL,MF,Manchester City,33,7,5,397,4.4,0,0,0,0,0,0,0,0,0.8,0.8,2.0,2.8,14,33,42,0.00,0.00,0.00,0.00,0.00,0.17,0.46,0.64,0.17,0.64
189,Maxim De Cuyper,BEL,DF,Club Brugge,24,12,12,1079,12.0,1,0,1,1,0,0,1,0,0.7,0.7,1.3,2.0,13,44,54,0.08,0.00,0.08,0.08,0.08,0.06,0.11,0.17,0.06,0.17
190,Charles De Ketelaere,BEL,"FW,MF",Atalanta,24,10,8,699,7.8,4,5,9,3,1,1,0,0,2.7,1.9,5.0,6.8,37,30,75,0.52,0.64,1.16,0.39,1.03,0.34,0.64,0.98,0.24,0.88
191,Rodrigo De Paul,ARG,MF,Atlético Madrid,31,10,10,743,8.3,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.4,26,74,31,0.00,0.12,0.12,0.00,0.12,0.03,0.13,0.16,0.03,0.16
192,Giacomo De Pieri,ITA,FW,Inter,18,1,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.69,0.69,0.69
193,Zeno Debast,BEL,"DF,MF",Sporting CP,21,8,7,565,6.3,1,1,2,1,0,0,2,0,0.1,0.1,0.9,1.0,2,18,3,0.16,0.16,0.32,0.16,0.32,0.02,0.14,0.17,0.02,0.17
194,Amar Dedić,BIH,DF,RB Salzburg,22,7,7,630,7.0,0,1,1,0,0,0,1,0,0.5,0.5,0.9,1.4,38,36,26,0.00,0.14,0.14,0.00,0.14,0.08,0.12,0.20,0.08,0.20
195,Romain Del Castillo,FRA,FW,Brest,29,7,3,318,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1.0,15,17,20,0.00,0.00,0.00,0.00,0.00,0.03,0.26,0.29,0.03,0.29
196,Ousmane Dembélé,FRA,FW,Paris S-G,28,14,12,1068,11.9,8,4,12,8,0,0,2,1,7.8,7.8,3.1,10.9,84,81,130,0.67,0.34,1.01,0.67,1.01,0.68,0.27,0.94,0.68,0.94
197,Ermedin Demirović,BIH,FW,Stuttgart,27,8,4,406,4.5,1,0,1,1,0,0,2,0,2.3,2.3,0.4,2.7,9,4,29,0.22,0.00,0.22,0.22,0.22,0.52,0.09,0.60,0.52,0.60
198,Michele Di Gregorio,ITA,GK,Juventus,27,8,8,718,8.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,Ángel Di María,ARG,"FW,MF",Benfica,37,9,6,545,6.1,1,2,3,0,1,1,0,0,2.4,1.6,2.6,4.2,28,36,44,0.17,0.33,0.50,0.00,0.33,0.39,0.44,0.83,0.26,0.70
200,Bafodé Diakité,FRA,DF,Lille,24,10,9,855,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,Mamady Diambou,MLI,"MF,DF",RB Salzburg,22,7,4,364,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,13,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
202,Rúben Dias,POR,DF,Manchester City,28,7,5,453,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,17,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Krépin Diatta,SEN,DF,Monaco,26,4,2,213,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,8,11,17,0.00,0.00,0.00,0.00,0.00,0.10,0.17,0.27,0.10,0.27
204,Brahim Díaz,MAR,"FW,MF",Real Madrid,25,11,4,482,5.4,2,1,3,2,0,0,1,0,1.4,1.4,1.0,2.4,19,22,33,0.37,0.19,0.56,0.37,0.56,0.28,0.20,0.48,0.28,0.48
205,Luis Díaz,COL,FW,Liverpool,28,9,7,631,7.0,3,0,3,3,0,0,1,0,2.5,2.5,1.1,3.6,26,23,78,0.43,0.00,0.43,0.43,0.43,0.36,0.16,0.52,0.36,0.52
206,Eric Dier,ENG,DF,Bayern Munich,31,6,3,297,3.3,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,2,14,2,0.30,0.00,0.30,0.30,0.30,0.03,0.00,0.03,0.03,0.03
207,Lucas Digne,FRA,DF,Aston Villa,31,9,9,743,8.3,0,0,0,0,0,0,2,0,0.4,0.4,0.7,1.0,12,24,46,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12
208,Federico Dimarco,ITA,"DF,FW",Inter,27,9,6,515,5.7,0,1,1,0,0,0,1,0,0.8,0.8,1.7,2.6,17,16,46,0.00,0.17,0.17,0.00,0.17,0.15,0.30,0.45,0.15,0.45
209,Ousmane Diomande,CIV,DF,Sporting CP,21,9,9,751,8.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,18,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
210,Axel Disasi,FRA,DF,Aston Villa,27,3,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,2,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07
211,Nasser Djiga,BFA,DF,Red Star,22,8,8,720,8.0,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,13,33,7,0.12,0.12,0.25,0.12,0.25,0.03,0.08,0.11,0.03,0.11
212,Berat Djimsiti,ALB,DF,Atalanta,32,9,8,678,7.5,1,0,1,1,0,0,1,0,1.1,1.1,0.2,1.3,8,48,7,0.13,0.00,0.13,0.13,0.13,0.15,0.02,0.17,0.15,0.17
213,Jeremy Doku,BEL,FW,Manchester City,22,4,2,193,2.1,0,1,1,0,0,0,0,0,0.2,0.2,0.6,0.9,26,6,52,0.00,0.47,0.47,0.00,0.47,0.12,0.30,0.42,0.12,0.42
214,Sergi Dominguez,ESP,"DF,FW",Barcelona,20,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Gianluigi Donnarumma,ITA,GK,Paris S-G,26,14,14,1290,14.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,Nene Dorgeles,MLI,FW,RB Salzburg,22,8,5,484,5.4,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,18,20,33,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15
217,Désiré Doué,FRA,FW,Paris S-G,19,15,7,674,7.5,3,2,5,3,0,0,0,0,2.3,2.3,1.7,4.0,50,25,56,0.40,0.27,0.67,0.40,0.67,0.32,0.24,0.57,0.32,0.57
218,Kamory Doumbia,MLI,"MF,FW",Brest,22,10,5,437,4.9,0,0,0,0,0,0,0,0,1.7,1.7,0.5,2.2,11,14,17,0.00,0.00,0.00,0.00,0.00,0.35,0.10,0.44,0.35,0.44
219,Couhaib Driouech,MAR,"FW,MF",PSV Eindhoven,23,5,1,154,1.7,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.8,6,1,19,0.58,0.00,0.58,0.58,0.58,0.35,0.17,0.52,0.35,0.52
220,Vanja Drkušič,SVN,DF,Red Star,25,2,2,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Joel Drommel,NED,GK,PSV Eindhoven,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,Bruno Duarte,BRA,"FW,MF",Red Star,29,7,2,154,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,4,10,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
223,Denzel Dumfries,NED,"DF,FW",Inter,29,11,10,881,9.8,2,3,5,2,0,0,2,0,1.4,1.1,2.0,3.1,23,20,68,0.20,0.31,0.51,0.20,0.51,0.14,0.20,0.34,0.11,0.31
224,Jáder Durán,COL,FW,Aston Villa,21,7,1,241,2.7,3,0,3,3,0,0,2,0,0.9,0.9,0.2,1.0,3,5,16,1.12,0.00,1.12,1.12,1.12,0.33,0.06,0.38,0.33,0.38
225,Julien Duranville,BEL,"FW,MF",Dortmund,19,9,2,301,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,16,9,30,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.19,0.07,0.19
226,Éderson,BRA,MF,Atalanta,25,9,8,739,8.2,1,0,1,1,0,0,4,0,0.4,0.4,0.6,1.0,12,62,21,0.12,0.00,0.12,0.12,0.12,0.05,0.07,0.12,0.05,0.12
227,Ederson,BRA,GK,Manchester City,31,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,Marcus Edwards,ENG,MF,Sporting CP,26,1,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
229,Eguinaldo,BRA,FW,Shakhtar,20,7,5,406,4.5,0,1,1,0,0,0,0,0,0.9,0.9,0.4,1.3,7,6,20,0.00,0.22,0.22,0.00,0.22,0.19,0.09,0.29,0.19,0.29
230,Meschak Elia,COD,"MF,FW",Young Boys,27,5,0,142,1.6,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,4,2,13,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.28,0.23,0.28
231,Harvey Elliott,ENG,"MF,FW",Liverpool,22,5,1,171,1.9,3,0,3,3,0,0,2,0,0.7,0.7,0.0,0.7,3,9,10,1.58,0.00,1.58,1.58,1.58,0.39,0.02,0.41,0.39,0.41
