Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
48,Nayef Aguerd,MAR,DF,Real Sociedad,La Liga,29.0,1996,21,21,1760,19.6,0,0,0,0,0,0,5,0,2.4,2.4,0.1,2.5,26,75,1,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.13,0.12,0.13,Matches
49,Ruben Aguilar,FRA,"DF,MF",Lens,Ligue 1,32.0,1993,16,13,1124,12.5,1,2,3,1,0,0,4,0,0.8,0.8,1.9,2.7,32,74,101,0.08,0.16,0.24,0.08,0.24,0.06,0.15,0.21,0.06,0.21,Matches
50,Naouirou Ahamada,FRA,"MF,FW",Rennes,Ligue 1,23.0,2002,3,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
51,Honest Ahanor,ITA,"DF,MF",Genoa,Serie A,17.0,2008,6,3,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,3,3,7,0.00,0.00,0.00,0.00,0.00,0.17,0.04,0.21,0.17,0.21,Matches
52,Erik Ahlstrand,SWE,"FW,MF",St. Pauli,Bundesliga,23.0,2001,5,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
53,Jean-Eudes Aholou,CIV,MF,Angers,Ligue 1,31.0,1994,26,26,1959,21.8,2,0,2,2,0,0,7,0,1.8,1.8,1.0,2.8,15,68,16,0.09,0.00,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13,Matches
54,Joseph Aidoo,GHA,DF,Valladolid,La Liga,29.0,1995,7,5,538,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,12,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
55,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,29.0,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
56,Ayman Aiki,FRA,"FW,MF",Saint-Étienne,Ligue 1,19.0,2005,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,8,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
57,Ola Aina,NGA,DF,Nott'ham Forest,Premier League,28.0,1996,34,34,2913,32.4,2,1,3,2,0,0,4,0,0.6,0.6,1.1,1.8,65,104,59,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.05,0.02,0.05,Matches
58,Rayan Aït-Nouri,ALG,DF,Wolves,Premier League,23.0,2001,36,36,3045,33.8,4,7,11,4,0,0,7,1,2.6,2.6,5.3,8.0,89,107,171,0.12,0.21,0.33,0.12,0.33,0.08,0.16,0.24,0.08,0.24,Matches
59,Junior Ajayi,CIV,FW,Hellas Verona,Serie A,20.0,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
60,Kristoffer Ajer,NOR,DF,Brentford,Premier League,27.0,1998,23,17,1433,15.9,0,0,0,0,0,0,5,0,0.8,0.8,1.2,2.1,27,55,44,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches
61,Ludovic Ajorque,FRA,FW,Brest,Ligue 1,31.0,1994,31,29,2495,27.7,13,2,15,13,0,1,5,0,10.4,9.6,3.1,12.7,10,41,124,0.47,0.07,0.54,0.47,0.54,0.38,0.11,0.49,0.35,0.46,Matches
62,Manuel Akanji,SUI,DF,Manchester City,Premier League,29.0,1995,25,22,1924,21.4,0,0,0,0,0,0,3,0,1.1,1.1,0.4,1.5,43,155,6,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
63,Ümit Akdag,ROU,DF,Toulouse,Ligue 1,21.0,2003,9,6,500,5.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,4,29,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
64,Nathan Aké,NED,DF,Manchester City,Premier League,30.0,1995,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,12,50,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
65,Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,21.0,2004,11,7,584,6.5,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,30,12,64,0.15,0.00,0.15,0.15,0.15,0.09,0.15,0.23,0.09,0.23,Matches
66,Sergio Akieme,ESP,DF,Reims,Ligue 1,27.0,1997,30,29,2523,28.0,2,3,5,2,0,0,5,0,1.5,1.5,2.5,4.0,55,86,97,0.07,0.11,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14,Matches
67,Maghnes Akliouche,FRA,"FW,MF",Monaco,Ligue 1,23.0,2002,32,27,2406,26.7,5,10,15,4,1,1,2,0,9.2,8.4,7.3,15.7,127,173,226,0.19,0.37,0.56,0.15,0.52,0.35,0.27,0.62,0.32,0.59,Matches
68,Paul Akouokou,CIV,MF,Lyon,Ligue 1,27.0,1997,2,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
69,Clément Akpa,CIV,DF,Auxerre,Ligue 1,23.0,2001,31,29,2486,27.6,0,1,1,0,0,0,7,0,0.3,0.3,0.9,1.2,27,74,24,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.04,0.01,0.04,Matches
70,Jean-Daniel Akpa-Akpro,CIV,"MF,DF",Monza,Serie A,32.0,1992,13,11,876,9.7,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.4,16,16,19,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
71,David Akpan Ankeye,NGA,"FW,MF",Genoa,Serie A,23.0,2002,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
72,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,30.0,1995,32,23,2220,24.7,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,14,98,16,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches
73,Chuba Akpom,ENG,FW,Lille,Ligue 1,29.0,1995,14,6,639,7.1,3,1,4,2,1,2,0,0,5.0,3.4,0.5,3.9,6,7,38,0.42,0.14,0.56,0.28,0.42,0.70,0.08,0.78,0.48,0.56,Matches
74,David Alaba,AUT,DF,Real Madrid,La Liga,32.0,1992,7,4,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
75,Ibrahim Alani,NGA,MF,Valladolid,La Liga,18.0,2006,2,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
76,Andreas Albers,DEN,FW,St. Pauli,Bundesliga,35.0,1990,14,0,62,0.7,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,1,3,6,1.45,0.00,1.45,1.45,1.45,0.90,0.14,1.04,0.90,1.04,Matches
77,Raúl Albiol,ESP,DF,Villarreal,La Liga,39.0,1985,15,14,1188,13.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,3,34,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
78,Carlos Alcaraz,ARG,MF,Southampton,Premier League,22.0,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,Matches
79,Carlos Alcaraz,ARG,"FW,MF",Everton,Premier League,22.0,2002,14,6,689,7.7,1,3,4,1,0,0,4,0,1.4,1.4,1.6,3.1,17,41,20,0.13,0.39,0.52,0.13,0.52,0.19,0.21,0.40,0.19,0.40,Matches
80,Omar Alderete,PAR,DF,Getafe,La Liga,28.0,1996,34,34,2971,33.0,1,0,1,1,0,0,8,0,1.7,1.7,0.9,2.6,25,112,7,0.03,0.00,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Matches
81,Carles Aleñá,ESP,"MF,FW",Getafe,La Liga,27.0,1998,10,5,452,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,3,12,10,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20,Matches
82,Carles Aleñá,ESP,"MF,FW",Alavés,La Liga,27.0,1998,13,12,1000,11.1,0,2,2,0,0,0,1,0,0.6,0.6,1.3,1.9,17,52,42,0.00,0.18,0.18,0.00,0.18,0.06,0.12,0.17,0.06,0.17,Matches
83,Ben Alexander Voll,GER,GK,St. Pauli,Bundesliga,24.0,2000,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
84,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,26.0,1998,32,28,2320,25.8,3,6,9,3,0,0,5,0,1.9,1.9,6.7,8.6,50,228,90,0.12,0.23,0.35,0.12,0.35,0.07,0.26,0.33,0.07,0.33,Matches
85,Alfon,ESP,"FW,MF",Celta Vigo,La Liga,26.0,1999,25,13,1299,14.4,5,2,7,5,0,0,1,1,4.5,4.5,2.5,7.0,83,22,158,0.35,0.14,0.48,0.35,0.48,0.31,0.17,0.48,0.31,0.48,Matches
86,Mohamed Ali Cho,FRA,"FW,MF",Nice,Ligue 1,21.0,2004,27,21,1621,18.0,3,4,7,3,0,0,2,0,4.0,4.0,4.0,7.9,81,59,133,0.17,0.22,0.39,0.17,0.39,0.22,0.22,0.44,0.22,0.44,Matches
87,Faride Alidou,GER,"FW,MF",Hellas Verona,Serie A,23.0,2001,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
88,Alisson,BRA,GK,Liverpool,Premier League,32.0,1992,27,27,2418,26.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
89,Tadeo Allende,ARG,FW,Celta Vigo,La Liga,26.0,1999,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
90,Jim Allevinah,GAB,FW,Angers,Ligue 1,30.0,1995,28,23,1750,19.4,1,3,4,1,0,0,3,0,4.2,4.2,2.5,6.7,57,48,99,0.05,0.15,0.21,0.05,0.21,0.22,0.13,0.35,0.22,0.35,Matches
91,Dele Alli,ENG,MF,Como,Serie A,29.0,1996,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
92,Thiago Almada,ARG,"MF,FW",Lyon,Ligue 1,24.0,2001,16,9,951,10.6,1,4,5,1,0,0,3,0,2.0,2.0,2.6,4.6,38,97,50,0.09,0.38,0.47,0.09,0.47,0.19,0.25,0.44,0.19,0.44,Matches
93,Domingos André Ribeiro Almeida,POR,"MF,FW",Valencia,La Liga,24.0,2000,34,24,1977,22.0,0,4,4,0,0,0,2,0,1.2,1.2,3.2,4.4,45,142,77,0.00,0.18,0.18,0.00,0.18,0.05,0.14,0.20,0.05,0.20,Matches
94,Iker Almena,ESP,"FW,DF",Girona,La Liga,21.0,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6,2,10,0.00,1.87,1.87,0.00,1.87,0.06,1.27,1.33,0.06,1.33,Matches
95,Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,31.0,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.00,0.00,0.00,0.00,0.00,0.30,0.15,0.45,0.30,0.45,Matches
96,Pontus Almqvist,SWE,"FW,MF",Parma,Serie A,25.0,1999,29,10,1112,12.4,1,1,2,1,0,0,5,0,2.1,2.1,1.3,3.5,42,12,85,0.08,0.08,0.16,0.08,0.16,0.17,0.11,0.28,0.17,0.28,Matches
97,Marcos Alonso,ESP,DF,Celta Vigo,La Liga,34.0,1990,30,28,2557,28.4,3,0,3,0,3,3,10,2,3.9,1.5,1.1,2.6,57,206,46,0.11,0.00,0.11,0.00,0.00,0.14,0.04,0.18,0.05,0.09,Matches
98,Giorgio Altare,ITA,DF,Venezia,Serie A,26.0,1998,12,8,753,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,20,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
99,Adrià Altimira,ESP,"DF,FW",Leganés,La Liga,24.0,2001,21,18,1540,17.1,0,0,0,0,0,0,6,0,0.3,0.3,0.4,0.7,20,41,64,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
100,Sergi Altimira,ESP,MF,Betis,La Liga,23.0,2001,32,22,1972,21.9,0,1,1,0,0,0,4,0,1.7,1.6,1.7,3.3,25,99,30,0.00,0.05,0.05,0.00,0.05,0.08,0.08,0.16,0.07,0.15,Matches
101,Edson Álvarez,MEX,MF,West Ham,Premier League,27.0,1997,27,19,1693,18.8,0,1,1,0,0,0,9,1,0.3,0.3,0.8,1.1,22,76,18,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.06,0.02,0.06,Matches
102,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,La Liga,21.0,2003,26,16,1572,17.5,4,3,7,4,0,0,6,0,2.5,2.5,1.1,3.6,74,60,171,0.23,0.17,0.40,0.23,0.40,0.14,0.07,0.21,0.14,0.21,Matches
103,Julián Álvarez,ARG,FW,Atlético Madrid,La Liga,25.0,2000,36,29,2419,26.9,17,3,20,13,4,4,5,0,14.0,10.9,4.5,15.4,75,85,155,0.63,0.11,0.74,0.48,0.60,0.52,0.17,0.69,0.41,0.57,Matches
104,Yeray Álvarez,ESP,DF,Athletic Club,La Liga,30.0,1995,21,20,1781,19.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,19,105,0,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04,Matches
105,Skelly Alvero,FRA,MF,Werder Bremen,Bundesliga,23.0,2002,12,1,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
106,Will Alves,ENG,FW,Leicester City,Premier League,20.0,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
107,Selim Amallah,MAR,MF,Valladolid,La Liga,28.0,1996,24,18,1376,15.3,3,1,4,2,1,1,6,0,3.5,2.7,1.1,3.8,24,57,27,0.20,0.07,0.26,0.13,0.20,0.23,0.07,0.30,0.18,0.25,Matches
108,Harry Amass,ENG,DF,Manchester Utd,Premier League,18.0,2007,5,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,7,23,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
109,Amath,SEN,"FW,DF",Valladolid,La Liga,28.0,1996,12,5,356,4.0,0,1,1,0,0,0,1,0,0.4,0.4,0.3,0.7,9,12,27,0.00,0.25,0.25,0.00,0.25,0.09,0.07,0.17,0.09,0.17,Matches
110,Jordan Amavi,FRA,DF,Brest,Ligue 1,31.0,1994,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
111,Aurele Amenda,SUI,DF,Eint Frankfurt,Bundesliga,21.0,2003,8,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23,Matches
112,Kelvin Amian,FRA,DF,Nantes,Ligue 1,27.0,1998,30,23,2165,24.1,1,0,1,1,0,0,5,0,1.0,1.0,0.8,1.8,32,73,77,0.04,0.00,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08,Matches
113,Michael Amir Murillo,PAN,DF,Marseille,Ligue 1,29.0,1996,30,27,2437,27.1,1,3,4,1,0,0,3,0,1.5,1.5,3.3,4.8,43,140,100,0.04,0.11,0.15,0.04,0.15,0.06,0.12,0.18,0.06,0.18,Matches
114,Nadiem Amiri,GER,MF,Mainz 05,Bundesliga,28.0,1996,30,30,2473,27.5,7,5,12,5,2,2,9,2,5.5,3.9,6.6,10.5,50,204,64,0.25,0.18,0.44,0.18,0.36,0.20,0.24,0.44,0.14,0.38,Matches
115,Samuel Amo-Ameyaw,ENG,"FW,DF",Southampton,Premier League,18.0,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29,Matches
116,Samuel Amo-Ameyaw,ENG,"DF,MF",Strasbourg,Ligue 1,18.0,2006,9,3,320,3.6,2,0,2,2,0,0,0,0,0.7,0.7,0.6,1.3,11,12,18,0.56,0.00,0.56,0.56,0.56,0.20,0.16,0.35,0.20,0.35,Matches
117,Mathis Amougou,FRA,MF,Chelsea,Premier League,19.0,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
118,Mathis Amougou,FRA,MF,Saint-Étienne,Ligue 1,19.0,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
119,Mohamed Amoura,ALG,FW,Wolfsburg,Bundesliga,25.0,2000,31,29,2467,27.4,10,9,19,8,2,2,6,0,8.7,7.2,4.0,11.2,81,61,244,0.36,0.33,0.69,0.29,0.62,0.32,0.15,0.46,0.26,0.41,Matches
120,Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,28.0,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
121,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,28.0,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
122,Joachim Andersen,DEN,DF,Fulham,Premier League,28.0,1996,28,28,2493,27.7,0,0,0,0,0,0,6,1,1.0,1.0,0.3,1.4,16,111,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
123,Elliot Anderson,ENG,MF,Nott'ham Forest,Premier League,22.0,2002,36,32,2638,29.3,2,6,8,2,0,0,9,0,1.9,1.9,3.3,5.2,48,136,91,0.07,0.20,0.27,0.07,0.27,0.07,0.11,0.18,0.07,0.18,Matches
124,André,BRA,MF,Wolves,Premier League,23.0,2001,32,30,2382,26.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.2,8,102,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
125,Benjamin André,FRA,MF,Lille,Ligue 1,34.0,1990,30,30,2692,29.9,0,3,3,0,0,0,12,0,1.4,1.4,1.9,3.3,29,209,72,0.00,0.10,0.10,0.00,0.10,0.05,0.06,0.11,0.05,0.11,Matches
126,Marcos André,BRA,FW,Valladolid,La Liga,28.0,1996,22,14,1188,13.2,1,2,3,1,0,0,5,0,2.7,2.7,0.8,3.5,11,16,39,0.08,0.15,0.23,0.08,0.23,0.20,0.06,0.27,0.20,0.27,Matches
127,Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,30.0,1994,23,19,1598,17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09,Matches
128,Angeliño,ESP,DF,Roma,Serie A,28.0,1997,37,35,3087,34.3,2,1,3,2,0,0,1,0,1.3,1.3,3.5,4.8,60,167,165,0.06,0.03,0.09,0.06,0.09,0.04,0.10,0.14,0.04,0.14,Matches
129,Lorenzo Anghelè,ITA,FW,Juventus,Serie A,20.0,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
130,Faustino Anjorin,ENG,MF,Empoli,Serie A,23.0,2001,21,14,1083,12.0,2,3,5,2,0,0,3,0,0.9,0.9,1.7,2.5,27,53,33,0.17,0.25,0.42,0.17,0.42,0.07,0.14,0.21,0.07,0.21,Matches
131,Waldemar Anton,GER,DF,Dortmund,Bundesliga,28.0,1996,26,22,1949,21.7,2,2,4,2,0,0,4,0,1.7,1.7,0.8,2.5,32,117,28,0.09,0.09,0.18,0.09,0.18,0.08,0.04,0.11,0.08,0.11,Matches
132,Leandro Antonetti,PUR,FW,Sevilla,La Liga,22.0,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,0,3,0.00,0.00,0.00,0.00,0.00,0.45,0.09,0.54,0.45,0.54,Matches
133,Kyllian Antonio,FRA,"DF,MF",Lens,Ligue 1,17.0,2008,3,2,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
134,Michail Antonio,JAM,FW,West Ham,Premier League,35.0,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches
135,Antoniu,ESP,"FW,MF",Espanyol,La Liga,22.0,2002,26,13,1022,11.4,0,1,1,0,0,0,3,0,0.9,0.9,1.1,1.9,35,28,63,0.00,0.09,0.09,0.00,0.09,0.08,0.10,0.17,0.08,0.17,Matches
136,Antony,BRA,"DF,MF",Manchester Utd,Premier League,25.0,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.65,0.08,0.73,0.65,0.73,Matches
137,Antony,BRA,FW,Betis,La Liga,25.0,2000,17,15,1362,15.1,5,2,7,5,0,0,2,1,2.8,2.8,3.4,6.3,94,67,157,0.33,0.13,0.46,0.33,0.46,0.19,0.23,0.42,0.19,0.42,Matches
138,Anuar,MAR,"MF,FW",Valladolid,La Liga,30.0,1995,25,20,1675,18.6,2,0,2,2,0,0,7,0,1.7,1.7,1.2,2.9,24,29,66,0.11,0.00,0.11,0.11,0.11,0.09,0.07,0.16,0.09,0.16,Matches
139,Dennis Appiah,FRA,DF,Saint-Étienne,Ligue 1,32.0,1992,29,22,2128,23.6,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,51,108,110,0.00,0.04,0.04,0.00,0.04,0.01,0.09,0.10,0.01,0.10,Matches
140,Aritz Arambarri,ESP,DF,Leganés,La Liga,27.0,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
141,Mauro Arambarri,URU,MF,Getafe,La Liga,29.0,1995,34,30,2603,28.9,10,0,10,7,3,3,10,0,8.2,5.8,0.6,6.5,16,73,55,0.35,0.00,0.35,0.24,0.24,0.28,0.02,0.31,0.20,0.22,Matches
142,Jon Aramburu,VEN,DF,Real Sociedad,La Liga,22.0,2002,34,27,2370,26.3,1,1,2,1,0,0,8,0,0.4,0.4,1.1,1.6,24,97,52,0.04,0.04,0.08,0.04,0.08,0.02,0.04,0.06,0.02,0.06,Matches
143,Julian Araujo,MEX,DF,Bournemouth,Premier League,23.0,2001,12,7,497,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,14,22,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
144,Ronald Araújo,URU,DF,Barcelona,La Liga,26.0,1999,11,10,691,7.7,1,1,2,1,0,0,3,0,1.0,1.0,0.4,1.4,6,47,3,0.13,0.13,0.26,0.13,0.26,0.12,0.06,0.18,0.12,0.18,Matches
145,Cameron Archer,ENG,FW,Southampton,Premier League,23.0,2001,34,13,1429,15.9,2,0,2,2,0,1,0,0,5.7,4.9,0.5,5.4,21,14,66,0.13,0.00,0.13,0.13,0.13,0.36,0.03,0.39,0.31,0.34,Matches
146,Carlens Arcus,HAI,DF,Angers,Ligue 1,28.0,1996,28,25,2047,22.7,0,1,1,0,0,0,3,0,0.0,0.0,1.4,1.4,39,70,79,0.00,0.04,0.04,0.00,0.04,0.00,0.06,0.06,0.00,0.06,Matches
147,Alphonse Areola,FRA,GK,West Ham,Premier League,32.0,1993,26,25,2260,25.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
148,Adu Ares,ESP,FW,Athletic Club,La Liga,23.0,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Jesús Areso,ESP,DF,Osasuna,La Liga,25.0,1999,35,34,2989,33.2,0,3,3,0,0,0,8,0,0.2,0.2,3.1,3.3,98,102,198,0.00,0.09,0.09,0.00,0.09,0.00,0.09,0.10,0.00,0.10,Matches
150,David Argüelles,ESP,MF,Getafe,La Liga,23.0,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
151,Joe Aribo,NGA,"MF,DF",Southampton,Premier League,28.0,1996,32,21,2013,22.4,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.3,36,75,65,0.13,0.00,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19,Matches
152,Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,28.0,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches
153,Harrison Armstrong,ENG,MF,Everton,Premier League,18.0,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.00,0.00,0.00,0.00,0.00,0.69,0.14,0.82,0.69,0.82,Matches
