Rk,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
246,Neil Farrugia,IRL,"FW,MF",Shamrock Rov,26,5,5,378,4.2,1,1,2,1,0,0,2,1,1.2,1.2,0.5,1.6,12,14,27,0.24,0.24,0.48,0.24,0.48,0.28,0.11,0.39,0.28,0.39
247,João Félix,POR,"FW,MF",Chelsea,25,5,3,330,3.7,4,0,4,4,0,0,0,0,3.1,3.1,1.5,4.6,16,28,24,1.09,0.00,1.09,1.09,1.09,0.86,0.40,1.26,0.86,1.26
248,Frank Feller,GER,GK,Heidenheim,21,2,2,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Rohan Ferguson,SCO,GK,Larne FC,27,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,28,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,14,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
251,Enzo Fernández,ARG,MF,Chelsea,24,5,4,249,2.8,1,6,7,1,0,0,1,0,0.4,0.4,0.9,1.3,8,19,11,0.36,2.17,2.53,0.36,2.53,0.15,0.31,0.46,0.15,0.46
252,Hélder Ferreira,POR,"FW,DF",FC Noah,28,6,6,540,6.0,1,0,1,1,0,0,1,0,1.0,1.0,0.4,1.4,15,29,31,0.17,0.00,0.17,0.17,0.17,0.17,0.07,0.23,0.17,0.23
253,João Figueiredo,BRA,"FW,MF",Başakşehir,28,5,4,287,3.2,0,0,0,0,0,0,0,0,1.2,1.2,0.3,1.5,7,6,20,0.00,0.00,0.00,0.00,0.00,0.39,0.08,0.47,0.39,0.47
254,Elton Fikaj,ALB,DF,Panathinaikos,19,1,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,Edimilson Filho,BRA,"FW,MF",NK Celje,28,12,1,191,2.1,2,0,2,2,0,0,1,0,1.3,1.3,0.5,1.8,4,6,11,0.94,0.00,0.94,0.94,0.94,0.63,0.26,0.89,0.63,0.89
256,Hampus Finndell,SWE,MF,Djurgården,24,6,4,385,4.3,0,0,0,0,0,0,1,0,0.5,0.5,0.8,1.3,1,20,4,0.00,0.00,0.00,0.00,0.00,0.11,0.18,0.30,0.11,0.30
257,Leon Flach,USA,MF,Jagiellonia,24,5,5,398,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,0,12,6,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
258,Florian Flecker,AUT,"FW,MF",LASK,29,6,3,363,4.0,1,0,1,1,0,0,2,0,0.6,0.6,0.4,1.0,7,8,40,0.25,0.00,0.25,0.25,0.25,0.15,0.10,0.25,0.15,0.25
259,Mateo Flores,ESP,MF,Betis,21,7,3,297,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,3,15,14,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.08,0.03,0.08
260,Raul Florucz,AUT,FW,Olimpija,23,6,5,380,4.2,0,1,1,0,0,0,1,1,0.9,0.9,1.4,2.3,15,17,30,0.00,0.24,0.24,0.00,0.24,0.21,0.33,0.54,0.21,0.54
261,Jonas Föhrenbach,GER,"DF,FW",Heidenheim,29,4,1,142,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6,4,13,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
262,Michael Folorunsho,ITA,"DF,MF",Fiorentina,27,5,2,251,2.8,0,1,1,0,0,0,3,0,0.1,0.1,0.2,0.4,7,10,14,0.00,0.36,0.36,0.00,0.36,0.05,0.09,0.14,0.05,0.14
263,Pablo Fornals,ESP,MF,Betis,29,9,8,692,7.7,0,1,1,0,0,0,2,0,1.2,1.2,1.4,2.6,7,67,28,0.00,0.13,0.13,0.00,0.13,0.15,0.18,0.33,0.15,0.33
264,Alan Forrest,SCO,"MF,FW",Hearts,28,6,6,420,4.7,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.7,15,12,34,0.21,0.00,0.21,0.21,0.21,0.08,0.08,0.16,0.08,0.16
265,Adam Forrester,SCO,DF,Hearts,20,5,4,343,3.8,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,7,11,14,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
266,Karl Friðleifur Gunnarsson,ISL,"DF,MF",KV,23,7,6,511,5.7,1,0,1,1,0,0,2,1,0.4,0.4,0.9,1.3,11,17,29,0.18,0.00,0.18,0.18,0.18,0.07,0.16,0.23,0.07,0.23
267,Victor Froholdt,DEN,"MF,FW",FC Copenhagen,19,10,5,562,6.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,16,30,22,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.07,0.05,0.07
268,Jakub Fulnek,CZE,"DF,FW",Mladá Boleslav,31,6,4,385,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,10,8,29,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.08,0.06,0.08
269,Konstantinos Galanopoulos,GRE,"DF,MF",APOEL,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,8,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
270,Thierry Gale,BRB,MF,Rapid Wien,23,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.43,0.43,0.43
271,Chris Gallagher,NIR,MF,Larne FC,26,5,5,440,4.9,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,1,16,1,0.20,0.00,0.20,0.20,0.20,0.02,0.00,0.02,0.02,0.02
272,Hugo Gambor,CTA,"DF,MF",Gent,22,3,2,205,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,12,8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
273,Omri Gandelman,ISR,MF,Gent,25,6,4,379,4.2,3,0,3,3,0,0,0,0,3.2,3.2,0.5,3.8,2,8,20,0.71,0.00,0.71,0.71,0.71,0.77,0.12,0.89,0.77,0.89
274,Munashe Garan'anga,ZIM,DF,FC Copenhagen,24,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
275,Pablo Garcia,ESP,"DF,FW",Betis,18,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2,1,4,0.00,0.00,0.00,0.00,0.00,0.00,3.26,3.26,0.00,3.26
276,Bruno Gaspar,ANG,DF,Vitória,32,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.0,1.0,1.0,2,14,21,0.00,0.50,0.50,0.00,0.50,0.00,0.52,0.52,0.00,0.52
277,David de Gea,ESP,GK,Fiorentina,34,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
278,Tyrique George,ENG,"FW,MF",Chelsea,19,12,8,765,8.5,1,2,3,1,0,0,0,0,2.0,2.0,2.9,4.9,38,29,88,0.12,0.24,0.35,0.12,0.35,0.24,0.34,0.58,0.24,0.58
279,Pieter Gerkens,BEL,MF,Gent,29,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,1.95,1.95,0.00,1.95
280,Willem Geubbels,FRA,FW,St. Gallen,23,3,3,246,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,4,17,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.20,0.08,0.20
281,Sebbe Gheerardyns,BEL,DF,Cercle Brugge,20,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
282,Benedikt Gimber,GER,DF,Heidenheim,28,2,1,105,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
283,Sveinn Gísli Þorkelsson,ISL,DF,KV,21,3,2,183,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
284,Adam Gnezda Čerin,SVN,MF,Panathinaikos,25,8,3,286,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,18,8,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
285,Giorgi Gocholeishvili,GEO,"DF,FW",FC Copenhagen,24,7,4,406,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,12,12,29,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
286,David Goldar,ESP,DF,Pafos FC,30,9,9,782,8.7,1,0,1,1,0,0,1,0,0.9,0.9,0.0,0.9,6,28,2,0.12,0.00,0.12,0.12,0.12,0.10,0.00,0.10,0.10,0.10
287,Dalangunypole Gomis,FRA,DF,Cercle Brugge,20,1,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,Claude Gonçalves,POR,MF,Legia Warsaw,31,6,3,285,3.2,0,2,2,0,0,0,0,0,0.5,0.5,2.1,2.6,5,12,18,0.00,0.63,0.63,0.00,0.63,0.16,0.74,0.90,0.16,0.90
289,Hyllarion Goore,CIV,FW,Gent,19,2,1,74,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,7,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
290,Đorđe Gordić,SRB,MF,TSC Bačka Top,20,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.15,0.00,1.15,1.15,1.15
291,Craig Gordon,SCO,GK,Hearts,42,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
292,Lukas Görtler,GER,MF,St. Gallen,30,6,5,442,4.9,2,0,2,2,0,0,2,0,0.6,0.6,0.2,0.9,5,45,19,0.41,0.00,0.41,0.41,0.41,0.13,0.05,0.17,0.13,0.17
293,Robin Gosens,GER,DF,Fiorentina,30,8,4,420,4.7,3,3,6,3,0,0,0,0,1.6,1.6,1.4,3.0,11,12,28,0.64,0.64,1.29,0.64,1.29,0.35,0.31,0.65,0.35,0.65
294,Lee Grace,IRL,DF,Shamrock Rov,32,8,8,750,8.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,15,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02
295,Sean Graham,NIR,"DF,MF",Larne FC,24,5,4,365,4.1,0,1,1,0,0,0,4,1,0.0,0.0,0.8,0.8,5,6,18,0.00,0.25,0.25,0.00,0.25,0.00,0.19,0.20,0.00,0.20
296,Srđan Grahovac,BIH,MF,Borac Banja Luka,32,6,4,414,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,18,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
297,Sondre Granaas,NOR,"FW,MF",Molde,18,5,1,135,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,17,18,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14
298,Danny Grant,IRL,DF,Shamrock Rov,25,2,2,210,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,8,8,20,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
299,Jorge Grant,ENG,"MF,DF",Hearts,30,4,0,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,8,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10
300,Aaron Greene,IRL,"FW,MF",Shamrock Rov,35,6,0,109,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,2,10,0.00,0.00,0.00,0.00,0.00,0.27,0.09,0.36,0.27,0.36
301,Gonçalo Gregório,POR,"FW,MF",FC Noah,29,6,2,215,2.4,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,1,3,17,0.00,0.00,0.00,0.00,0.00,0.17,0.21,0.38,0.17,0.38
302,Anto Grgić,SUI,MF,Lugano,28,8,8,715,7.9,0,1,1,0,0,0,2,0,0.1,0.1,1.6,1.7,2,41,10,0.00,0.13,0.13,0.00,0.13,0.01,0.20,0.21,0.01,0.21
303,Lukas Grgic,AUT,MF,Rapid Wien,29,10,10,855,9.5,0,1,1,0,0,0,2,0,1.0,1.0,0.4,1.4,4,50,5,0.00,0.11,0.11,0.00,0.11,0.11,0.04,0.15,0.11,0.15
304,Nazmi Gripshi,ALB,"MF,FW",Astana FK,27,4,3,238,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,4,5,4,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09
305,Amin-Elias Gröller,AUT,DF,Rapid Wien,20,1,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
306,Marc Gual,ESP,FW,Legia Warsaw,29,8,7,609,6.8,3,1,4,2,1,1,2,0,3.7,2.9,1.2,4.2,10,18,31,0.44,0.15,0.59,0.30,0.44,0.58,0.19,0.77,0.45,0.65
307,Daniel Guerrero,ESP,MF,Betis,19,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
308,Marc Guiu,ESP,FW,Chelsea,19,6,4,283,3.1,6,0,6,6,0,0,0,0,3.2,3.2,0.3,3.5,6,4,22,1.91,0.00,1.91,1.91,1.91,1.03,0.09,1.12,1.03,1.12
309,Fredrik Gulbrandsen,NOR,FW,Molde,32,6,4,327,3.6,1,0,1,1,0,0,0,0,1.9,1.9,0.3,2.2,8,7,19,0.28,0.00,0.28,0.28,0.28,0.52,0.08,0.60,0.52,0.60
310,Tobias Gulliksen,NOR,MF,Djurgården,21,12,12,1047,11.6,4,1,5,4,0,0,2,0,2.0,2.0,1.9,3.9,46,54,53,0.34,0.09,0.43,0.34,0.43,0.18,0.17,0.35,0.18,0.35
311,Hamza Güreler,TUR,DF,Başakşehir,19,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
312,Serdar Gürler,TUR,FW,Başakşehir,33,2,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,2,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12
313,Malo Gusto,FRA,DF,Chelsea,22,4,3,221,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,9,7,27,0.00,0.00,0.00,0.00,0.00,0.02,0.14,0.17,0.02,0.17
314,Andri Guðjohnsen,ISL,FW,Gent,23,8,6,507,5.6,0,1,1,0,0,0,1,0,1.2,1.2,1.2,2.4,1,10,21,0.00,0.18,0.18,0.00,0.18,0.22,0.21,0.42,0.22,0.42
315,Helgi Guðjónsson,ISL,"DF,MF",KV,25,8,2,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4,4,12,0.00,0.00,0.00,0.00,0.00,0.01,0.17,0.17,0.01,0.17
316,Albert Guðmundsson,ISL,"FW,MF",Fiorentina,27,8,5,460,5.1,2,0,2,1,1,1,0,0,1.3,0.5,1.4,1.9,11,17,25,0.39,0.00,0.39,0.20,0.20,0.25,0.27,0.52,0.09,0.36
317,Jón Guðni Fjóluson,ISL,DF,KV,36,7,3,317,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,13,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
318,Santeri Haarala,FIN,"FW,MF",Djurgården,25,10,3,361,4.0,0,0,0,0,0,0,0,0,1.2,1.2,0.8,2.0,5,11,34,0.00,0.00,0.00,0.00,0.00,0.29,0.21,0.50,0.29,0.50
319,Daníel Hafsteinsson,ISL,MF,KV,25,2,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,5,2,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
320,Anders Hagelskjær,DEN,DF,Molde,28,4,3,283,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,39,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
321,Mohamed Haj Mahmoud,TUN,MF,Lugano,25,8,7,559,6.2,3,0,3,3,0,0,2,0,3.2,3.2,0.5,3.8,7,31,16,0.48,0.00,0.48,0.48,0.48,0.52,0.09,0.61,0.52,0.61
322,Albian Hajdari,SUI,DF,Lugano,22,7,7,629,7.0,1,0,1,1,0,0,4,1,0.6,0.6,0.4,0.9,1,21,2,0.14,0.00,0.14,0.14,0.14,0.08,0.05,0.13,0.08,0.13
323,Craig Halkett,SCO,DF,Hearts,29,1,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
324,Aapo Halme,FIN,MF,HJK,27,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
325,Hovhannes Hambardzumyan,ARM,DF,FC Noah,34,4,2,255,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,7,19,11,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
326,Tomás Händel,POR,MF,Vitória,24,7,4,355,3.9,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.7,9,17,8,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.18,0.04,0.18
327,Nikolaj Hansen,DEN,FW,KV,32,7,3,332,3.7,1,0,1,1,0,0,4,0,0.7,0.7,0.0,0.7,1,4,11,0.27,0.00,0.27,0.27,0.27,0.18,0.01,0.20,0.18,0.20
328,Jonas Harder,ITA,MF,Fiorentina,19,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
329,Pantelis Hatzidiakos,GRE,DF,FC Copenhagen,28,9,8,722,8.0,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,8,42,2,0.12,0.00,0.12,0.12,0.12,0.01,0.00,0.01,0.01,0.01
330,Eirik Haugan,NOR,DF,Molde,27,3,2,257,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
331,Kristoffer Haugen,NOR,DF,Molde,31,7,3,364,4.0,0,2,2,0,0,0,1,0,0.0,0.0,1.1,1.1,7,14,39,0.00,0.49,0.49,0.00,0.49,0.00,0.28,0.28,0.00,0.28
332,Alyaksey Hawrylovich,BLR,DF,Dinamo Minsk,35,5,5,410,4.6,1,0,1,0,1,1,2,0,0.8,0.0,0.0,0.0,1,18,1,0.22,0.00,0.22,0.00,0.00,0.17,0.00,0.17,0.00,0.00
333,Matt Healy,IRL,MF,Shamrock Rov,23,2,2,207,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,15,6,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04
334,Niklas Hedl,AUT,GK,Rapid Wien,24,10,10,960,10.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
335,Tobias Hedl,AUT,MF,Rapid Wien,22,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
336,Filip Helander,SWE,DF,AC Omonia,32,3,3,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,8,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
337,Sebastian Herrera Cardona,COL,DF,Borac Banja Luka,30,9,9,840,9.3,0,0,0,0,0,0,3,0,0.2,0.2,1.1,1.3,15,43,34,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.14,0.02,0.14
338,Eirik Hestad,NOR,"FW,MF",Molde,29,6,1,220,2.4,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,8,16,22,0.41,0.00,0.41,0.41,0.41,0.22,0.12,0.34,0.22,0.34
339,Maximilian Hofmann,AUT,MF,Rapid Wien,31,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
340,Rory Holden,NIR,"FW,MF",The New Saints,27,6,5,431,4.8,2,0,2,2,0,0,0,0,1.1,1.1,0.5,1.6,4,8,15,0.42,0.00,0.42,0.42,0.42,0.23,0.11,0.34,0.23,0.34
341,Joshua Honohan,IRL,DF,Shamrock Rov,24,8,8,710,7.9,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1.1,12,6,21,0.13,0.13,0.25,0.13,0.25,0.02,0.12,0.14,0.02,0.14
342,Mathias Honsak,AUT,"MF,FW",Heidenheim,28,7,2,344,3.8,1,1,2,1,0,0,0,0,2.0,2.0,0.9,2.9,12,13,26,0.26,0.26,0.52,0.26,0.52,0.57,0.27,0.84,0.57,0.84
343,Sascha Horvath,AUT,"MF,FW",LASK,28,5,3,339,3.8,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,15,19,20,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14
344,Santeri Hostikka,FIN,"MF,FW",HJK,27,6,6,441,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7,20,28,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
345,Damir Hrelja,BIH,"MF,FW",Borac Banja Luka,23,5,0,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,6,17,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
346,Roni Hudd,FIN,MF,HJK,20,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Rodrigo Huescas,MEX,DF,FC Copenhagen,21,8,5,435,4.8,1,0,1,1,0,0,2,0,1.0,1.0,0.2,1.3,17,19,24,0.21,0.00,0.21,0.21,0.21,0.22,0.05,0.27,0.22,0.27
348,Deniz Hummet,TUR,FW,Djurgården,28,6,5,426,4.7,2,0,2,2,0,0,1,0,1.3,1.3,0.2,1.5,5,3,27,0.42,0.00,0.42,0.42,0.42,0.27,0.05,0.32,0.27,0.32
349,Oliver Højer,DEN,FW,FC Copenhagen,18,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.49,0.49
350,Tarik Ibrahimagic,DEN,DF,KV,24,8,4,375,4.2,0,0,0,0,0,0,3,0,0.0,0.0,0.4,0.4,3,11,3,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,0.01,0.10
351,Pedro Igor,BRA,"MF,FW",Dinamo Minsk,23,2,0,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,7,4,14,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17
352,Frederik Ihler,DEN,FW,Molde,21,9,2,299,3.3,4,0,4,4,0,0,0,0,1.9,1.9,0.2,2.1,2,1,15,1.20,0.00,1.20,1.20,1.20,0.71,0.09,0.80,0.71,0.80
353,Jonathan Ikone,FRA,"FW,MF",Fiorentina,27,6,6,483,5.4,4,0,4,4,0,0,0,0,3.0,3.0,1.3,4.3,29,29,64,0.75,0.00,0.75,0.75,0.75,0.56,0.25,0.81,0.56,0.81
354,Veljko Ilic,SRB,GK,TSC Bačka Top,21,8,8,720,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
355,Jesús Imaz,ESP,"MF,FW",Jagiellonia,34,12,12,1001,11.1,4,3,7,4,0,0,2,0,4.6,4.6,2.8,7.4,8,41,73,0.36,0.27,0.63,0.36,0.63,0.41,0.25,0.66,0.41,0.66
356,Sverrir Ingi Ingason,ISL,DF,Panathinaikos,31,9,9,810,9.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,7,31,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
357,Fotis Ioannidis,GRE,FW,Panathinaikos,25,9,3,391,4.3,4,0,4,1,3,3,2,0,3.4,1.0,0.7,1.7,9,7,37,0.92,0.00,0.92,0.23,0.23,0.78,0.16,0.94,0.23,0.39
358,Nikita Iosifov,RUS,MF,NK Celje,24,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,Isco,ESP,MF,Betis,33,8,6,540,6.0,2,2,4,2,0,0,2,0,2.1,2.1,2.6,4.7,12,54,28,0.33,0.33,0.67,0.33,0.67,0.37,0.47,0.83,0.37,0.83
360,Atsuki Ito,JPN,MF,Gent,26,8,7,605,6.7,0,0,0,0,0,0,0,0,0.6,0.6,1.3,2.0,6,35,10,0.00,0.00,0.00,0.00,0.00,0.09,0.20,0.29,0.09,0.29
361,Levi Ives,NIR,DF,Larne FC,27,5,5,419,4.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,9,14,11,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
362,Ivica Ivušić,CRO,GK,Pafos FC,30,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Nicolas Jackson,SEN,FW,Chelsea,23,2,1,90,1.0,2,0,2,2,0,0,0,0,1.1,1.1,0.0,1.1,2,3,6,2.00,0.00,2.00,2.00,2.00,1.05,0.00,1.05,1.05,1.05
364,Jairo,BRA,FW,Pafos FC,33,10,9,670,7.4,1,0,1,1,0,0,0,0,2.8,2.8,1.3,4.1,12,19,50,0.13,0.00,0.13,0.13,0.13,0.38,0.17,0.55,0.38,0.55
