Rk,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
365,Jajá,BRA,"MF,FW",Pafos FC,24,8,3,285,3.2,2,1,3,2,0,0,0,0,2.0,2.0,0.9,2.8,20,19,42,0.63,0.32,0.95,0.63,0.95,0.62,0.28,0.90,0.62,0.90
366,Reece James,ENG,MF,Chelsea,25,6,5,363,4.0,1,0,1,1,0,0,0,0,0.2,0.2,1.2,1.4,1,28,7,0.25,0.00,0.25,0.25,0.25,0.05,0.30,0.36,0.05,0.36
367,Isak Jansson,SWE,"MF,FW",Rapid Wien,23,5,3,359,4.0,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.1,10,11,30,0.00,0.25,0.25,0.00,0.25,0.15,0.14,0.29,0.15,0.29
368,Oscar Jansson,SWE,GK,Djurgården,34,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
369,Ion Jardan,MDA,"DF,MF",Petrocub,35,6,6,530,5.9,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.2,9,25,39,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
370,Vasile Jardan,MDA,"MF,FW",Petrocub,31,5,1,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
371,Artur Jędrzejczyk,POL,DF,Legia Warsaw,37,5,1,165,1.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
372,Tin Jedvaj,CRO,DF,Panathinaikos,29,4,3,315,3.5,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,1,19,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
373,Alexander Jeremejeff,SWE,FW,Panathinaikos,31,5,4,306,3.4,1,0,1,1,0,0,0,0,1.9,1.9,0.6,2.5,1,3,27,0.29,0.00,0.29,0.29,0.29,0.56,0.17,0.73,0.56,0.73
374,Solomon John,NGA,"FW,DF",Mladá Boleslav,23,2,2,169,1.9,0,1,1,0,0,0,0,0,0.0,0.0,0.8,0.8,8,5,6,0.00,0.53,0.53,0.00,0.53,0.01,0.42,0.42,0.01,0.42
375,Ingvar Jónsson,ISL,GK,KV,35,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
376,Saša Jovanović,SRB,FW,TSC Bačka Top,33,1,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0,0,3,0.00,0.00,0.00,0.00,0.00,0.44,0.08,0.52,0.44,0.52
377,Stefan Jovanović,SRB,"DF,MF",TSC Bačka Top,31,8,8,696,7.7,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,8,23,20,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
378,Stevan Jovetić,MNE,"MF,FW",AC Omonia,35,2,2,180,2.0,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.8,2,7,4,0.50,0.00,0.50,0.50,0.50,0.38,0.00,0.38,0.38,0.38
379,Branko Jovičić,SRB,"MF,DF",LASK,32,6,5,402,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,4,28,3,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.00,0.11
380,Juanmi,ESP,"FW,MF",Betis,32,5,2,160,1.8,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.7,3,1,8,0.56,0.00,0.56,0.56,0.56,0.30,0.07,0.37,0.30,0.37
381,Lukas Jungwirth,AUT,GK,LASK,21,3,2,262,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
382,Heriberto Jurado,MEX,"DF,MF",Cercle Brugge,20,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.35,0.35,0.35
383,Maks Juraj Čelić,CRO,FW,Borac Banja Luka,29,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,Filip Jørgensen,DEN,GK,Chelsea,23,11,11,990,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,Kaio,BRA,"FW,MF",Vitória,21,6,5,428,4.8,0,3,3,0,0,0,0,0,1.5,1.5,1.8,3.3,23,19,55,0.00,0.63,0.63,0.00,0.63,0.32,0.38,0.70,0.32,0.70
386,Andronikos Kakoulli,CYP,FW,AC Omonia,24,8,5,507,5.6,3,1,4,3,0,0,2,0,3.4,3.4,0.7,4.0,6,11,28,0.53,0.18,0.71,0.53,0.71,0.60,0.12,0.72,0.60,0.72
387,Branimir Kalaica,CRO,DF,Astana FK,26,4,4,360,4.0,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,4,12,0,0.25,0.00,0.25,0.25,0.25,0.11,0.00,0.12,0.11,0.12
388,Uladzislaŭ Kalinin,BLR,"MF,DF",Dinamo Minsk,23,5,4,372,4.1,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,7,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04
389,Giorgos Kanellopoulos,GRE,MF,HJK,25,6,6,504,5.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,5,17,10,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
390,Emre Kaplan,TUR,DF,Başakşehir,24,3,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
391,Steve Kapuadi,nan,DF,Legia Warsaw,27,10,10,903,10.0,2,0,2,2,0,0,2,0,1.0,1.0,0.3,1.3,4,22,0,0.20,0.00,0.20,0.20,0.20,0.11,0.03,0.14,0.11,0.14
392,Bartosz Kapustka,POL,MF,Legia Warsaw,28,7,7,613,6.8,1,0,1,1,0,0,3,0,1.1,1.1,0.7,1.8,19,44,19,0.15,0.00,0.15,0.15,0.15,0.18,0.11,0.28,0.18,0.28
393,Ercan Kara,AUT,FW,Rapid Wien,29,3,2,131,1.5,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,1,3,7,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.62,0.62,0.62
394,Ramazan Karimov,KAZ,FW,Astana FK,25,6,2,229,2.5,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,2,4,12,0.00,0.00,0.00,0.00,0.00,0.16,0.09,0.24,0.16,0.24
395,Jacob Karlstrom,NOR,GK,Molde,28,4,4,420,4.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
396,Žan Karničnik,SVN,DF,NK Celje,30,10,10,911,10.1,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.1,23,30,65,0.00,0.10,0.10,0.00,0.10,0.02,0.09,0.11,0.02,0.11
397,Panagiotis Kattirtzis,CYP,MF,APOEL,19,5,0,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,3,4,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.09,0.06,0.09
398,Mikkel Kaufmann,DEN,"FW,MF",Heidenheim,24,4,4,269,3.0,0,0,0,0,0,0,1,0,1.2,1.2,0.0,1.2,7,7,15,0.00,0.00,0.00,0.00,0.00,0.39,0.02,0.40,0.39,0.40
399,Dennis Kaygin,GER,MF,Rapid Wien,21,4,0,87,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,10,6,0.00,0.00,0.00,0.00,0.00,0.07,0.33,0.40,0.07,0.40
400,Michael Kayode,ITA,DF,Fiorentina,20,5,4,356,4.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.5,10,18,28,0.00,0.25,0.25,0.00,0.25,0.03,0.09,0.12,0.03,0.12
401,Kipras Kažukolovas,LTU,DF,Astana FK,24,4,4,360,4.0,2,0,2,2,0,0,0,0,0.9,0.9,0.0,0.9,1,6,0,0.50,0.00,0.50,0.50,0.50,0.22,0.01,0.23,0.22,0.23
402,Moise Kean,ITA,FW,Fiorentina,25,9,5,564,6.3,3,0,3,3,0,0,2,0,6.3,6.3,0.1,6.4,13,2,31,0.48,0.00,0.48,0.48,0.48,1.07,0.01,1.08,1.07,1.08
403,Thomas Keller,GER,DF,Heidenheim,25,2,2,135,1.5,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,0,3,0,0.67,0.00,0.67,0.67,0.67,0.55,0.00,0.55,0.55,0.55
404,Olivier Kemen,CMR,"MF,DF",Başakşehir,28,5,4,405,4.5,0,0,0,0,0,0,0,0,1.0,1.0,0.4,1.4,9,33,23,0.00,0.00,0.00,0.00,0.00,0.23,0.09,0.32,0.23,0.32
405,Johnny Kenny,IRL,FW,Shamrock Rov,21,6,6,472,5.2,5,0,5,5,0,0,1,0,3.8,3.8,1.0,4.8,8,4,29,0.95,0.00,0.95,0.95,0.95,0.72,0.20,0.92,0.72,0.92
406,Frankie Kent,ENG,DF,Hearts,29,5,5,394,4.4,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,0,9,0,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15
407,Philippe Keny,SEN,FW,Başakşehir,26,4,2,193,2.1,1,0,1,1,0,0,0,0,0.7,0.7,0.5,1.2,3,5,6,0.47,0.00,0.47,0.47,0.47,0.31,0.25,0.55,0.31,0.55
408,Luca Kerber,GER,MF,Heidenheim,23,6,5,405,4.5,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,3,9,14,0.00,0.00,0.00,0.00,0.00,0.15,0.03,0.18,0.15,0.18
409,Roman Kerschbaum,AUT,MF,Rapid Wien,31,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
410,Amine Khammas,MAR,DF,AC Omonia,26,8,8,706,7.8,0,0,0,0,0,0,0,0,0.0,0.0,1.2,1.2,10,30,35,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15
411,Uladzimir Khvashchynski,BLR,FW,Dinamo Minsk,35,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412,Stephen Kingsley,SCO,DF,Hearts,30,2,2,172,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,8,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
413,Fotios Kitsos,GRE,DF,AC Omonia,22,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
414,Gabriel Kobylak,POL,GK,Legia Warsaw,23,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
415,Dino Kojic,SVN,"MF,FW",Olimpija,20,6,4,272,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,3,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
416,Ozan Kökcü,AZE,MF,HJK,26,6,6,455,5.1,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,2,15,12,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14
417,Corsin Konietzke,SUI,MF,St. Gallen,18,3,2,150,1.7,1,0,1,1,0,0,0,0,1.7,1.7,0.5,2.2,5,10,14,0.60,0.00,0.60,0.60,0.60,1.00,0.32,1.32,1.00,1.32
418,Georgi Kostadinov,BUL,MF,APOEL,34,4,4,330,3.7,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1,7,2,0.27,0.00,0.27,0.27,0.27,0.07,0.00,0.08,0.07,0.08
419,Dominik Kostka,nan,DF,Mladá Boleslav,29,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8,12,13,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
420,Keita Kosugi,JPN,DF,Djurgården,19,11,11,987,11.0,2,0,2,2,0,0,2,0,0.4,0.4,1.4,1.7,23,45,42,0.18,0.00,0.18,0.18,0.18,0.03,0.13,0.16,0.03,0.16
421,Giannis Kotsiras,GRE,DF,Panathinaikos,32,7,6,450,5.0,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,7,33,21,0.00,0.20,0.20,0.00,0.20,0.00,0.15,0.15,0.00,0.15
422,Christian Kouamé,CIV,FW,Fiorentina,27,6,6,540,6.0,1,0,1,1,0,0,3,0,1.8,1.8,2.6,4.4,10,12,54,0.17,0.00,0.17,0.17,0.17,0.30,0.44,0.74,0.30,0.74
423,Ioannis Kousoulos,CYP,MF,AC Omonia,28,7,3,274,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,5,13,3,0.00,0.00,0.00,0.00,0.00,0.04,0.25,0.29,0.04,0.29
424,Nino Kouter,SVN,MF,NK Celje,31,3,0,47,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,4,4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
425,Georgios Koutsias,GRE,FW,Lugano,21,2,2,148,1.6,2,1,3,2,0,0,1,0,2.2,2.2,0.9,3.1,0,0,7,1.22,0.61,1.82,1.22,1.82,1.34,0.57,1.91,1.34,1.91
426,Vladen Kovačević,BIH,GK,Legia Warsaw,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
427,Peter Kováčik,SVK,"MF,FW",Jagiellonia,23,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
428,Tomás Král,nan,DF,Mladá Boleslav,20,6,5,449,5.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,4,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
429,Martin Králik,SVK,DF,Mladá Boleslav,30,6,6,524,5.8,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,0,12,1,0.00,0.17,0.17,0.00,0.17,0.02,0.14,0.16,0.02,0.16
430,Vukašin Krstić,SRB,DF,TSC Bačka Top,22,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
431,Islambek Kuat,KAZ,MF,Astana FK,32,3,2,187,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
432,Jarosław Kubicki,POL,MF,Jagiellonia,29,12,10,784,8.7,0,3,3,0,0,0,1,0,0.7,0.7,2.0,2.7,1,25,20,0.00,0.34,0.34,0.00,0.34,0.08,0.22,0.31,0.08,0.31
433,Armandas Kučys,LTU,FW,NK Celje,22,7,7,564,6.3,6,1,7,5,1,2,3,0,2.9,1.2,0.9,2.0,2,6,24,0.96,0.16,1.12,0.80,0.96,0.47,0.14,0.60,0.18,0.32
434,Enver Kulasin,BIH,"FW,MF",Borac Banja Luka,21,9,9,739,8.2,0,0,0,0,0,0,5,0,0.5,0.5,0.4,0.9,22,14,44,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.12,0.06,0.12
435,Daniil Kulikov,RUS,MF,Dinamo Minsk,26,5,4,300,3.3,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,19,11,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12
436,Sven Kums,BEL,MF,Gent,37,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.9,0.9,5,29,20,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23
437,Patryk Kun,POL,DF,Legia Warsaw,30,6,2,282,3.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,10,15,10,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.15,0.09,0.15
438,Vasil Kušej,CZE,"FW,MF",Mladá Boleslav,25,6,6,539,6.0,2,0,2,2,0,0,1,0,1.7,1.7,0.4,2.1,17,21,44,0.33,0.00,0.33,0.33,0.33,0.29,0.07,0.36,0.28,0.35
439,Mario Kvesić,BIH,"MF,FW",NK Celje,33,10,6,590,6.6,0,0,0,0,0,0,1,0,1.5,1.5,1.5,3.0,25,29,36,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.48,0.24,0.48
440,Zoran Kvržić,BIH,DF,Borac Banja Luka,36,8,4,417,4.6,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,9,26,22,0.00,0.22,0.22,0.00,0.22,0.01,0.01,0.02,0.01,0.02
441,Tomáš Ladra,CZE,"MF,FW",Mladá Boleslav,28,6,6,536,6.0,0,0,0,0,0,0,1,0,0.9,0.9,0.9,1.9,11,35,32,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.32,0.16,0.32
442,Konstantinos Laifis,CYP,DF,APOEL,32,8,8,718,8.0,3,0,3,3,0,0,3,0,0.5,0.5,0.0,0.6,8,29,4,0.38,0.00,0.38,0.38,0.38,0.07,0.00,0.07,0.07,0.07
443,Mohamed Lamine Diaby,FRA,FW,Jagiellonia,24,8,2,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,6,19,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12
444,Ádám Lang,HUN,DF,AC Omonia,32,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
445,Christoph Lang,AUT,MF,Rapid Wien,23,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11
446,Daniel Langhamer,CZE,MF,Mladá Boleslav,22,3,1,107,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
447,Fyodor Lapoukhov,BLR,GK,Dinamo Minsk,21,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
448,Jordan Larsson,SWE,"FW,MF",FC Copenhagen,27,5,1,193,2.1,1,0,1,1,0,0,1,0,1.3,1.3,0.0,1.3,3,5,13,0.47,0.00,0.47,0.47,0.47,0.71,0.01,0.73,0.71,0.73
449,Justas Lasickas,LTU,DF,Olimpija,27,6,2,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
450,Marko Lazetić,SRB,FW,TSC Bačka Top,21,6,2,191,2.1,1,0,1,1,0,0,3,0,0.5,0.5,0.3,0.8,1,1,12,0.47,0.00,0.47,0.47,0.47,0.24,0.13,0.38,0.24,0.38
451,Lukas Lerager,DEN,MF,FC Copenhagen,31,5,4,350,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,16,9,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
452,Clément Lhernault,FRA,"MF,FW",NK Celje,22,6,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
453,Jonas Lietaert,BEL,DF,Cercle Brugge,20,2,1,91,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
454,Lucas Lima,BRA,DF,Başakşehir,33,4,3,285,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,4,14,7,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
455,Lucas Lingman,FIN,MF,HJK,27,4,2,223,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.4,3,15,3,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.18,0.03,0.18
456,Martin Linnes,NOR,DF,Molde,33,8,6,488,5.4,0,0,0,0,0,0,0,0,0.2,0.2,1.2,1.4,15,33,38,0.00,0.00,0.00,0.00,0.00,0.04,0.22,0.26,0.04,0.26
457,Marcin Listkowski,POL,"MF,FW",Jagiellonia,27,4,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
458,Marin Ljubicic,CRO,FW,LASK,23,6,4,395,4.4,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.3,8,8,30,0.23,0.00,0.23,0.23,0.23,0.21,0.08,0.29,0.21,0.29
459,Diego Llorente,ESP,DF,Betis,31,8,7,554,6.2,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,3,20,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
460,Giovani Lo Celso,ARG,MF,Betis,29,6,4,388,4.3,1,0,1,1,0,0,0,1,1.7,1.7,0.8,2.5,8,43,19,0.23,0.00,0.23,0.23,0.23,0.39,0.18,0.57,0.39,0.57
461,Yuri Lodygin,RUS,GK,Panathinaikos,34,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
462,Loizos Loizou,CYP,"FW,MF",AC Omonia,21,8,5,435,4.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,13,11,45,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14
463,Marcos López,PER,DF,FC Copenhagen,25,6,4,416,4.6,0,4,4,0,0,0,3,0,0.1,0.1,1.8,2.0,16,36,38,0.00,0.87,0.87,0.00,0.87,0.03,0.40,0.43,0.03,0.43
464,Pedro Lucas,BRA,"FW,MF",Olimpija,26,2,2,173,1.9,1,0,1,1,0,0,1,0,1.4,1.4,0.0,1.4,0,6,10,0.52,0.00,0.52,0.52,0.52,0.75,0.00,0.75,0.75,0.75
465,Derrick Luckassen,NED,DF,Pafos FC,29,9,9,810,9.0,0,0,0,0,0,0,5,0,0.3,0.3,0.4,0.7,3,37,4,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
466,Lars Lukas Mai,GER,DF,Lugano,25,5,2,215,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
467,Valdemar Lund,DEN,DF,Molde,21,8,7,564,6.3,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,10,45,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
468,Teodor Lungu,MDA,MF,Petrocub,29,5,5,433,4.8,1,0,1,0,1,1,3,0,1.0,0.2,0.3,0.4,10,29,2,0.21,0.00,0.21,0.00,0.00,0.20,0.05,0.25,0.04,0.09
469,Mihail Lupan,MDA,"FW,MF",Petrocub,20,6,3,282,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,2,3,17,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
470,Luquinhas,BRA,"MF,FW",Legia Warsaw,28,9,8,635,7.1,4,0,4,4,0,0,3,0,2.4,2.4,0.4,2.8,14,28,43,0.57,0.00,0.57,0.57,0.57,0.34,0.05,0.39,0.34,0.39
471,Matthew Lusty,NIR,"FW,MF",Larne FC,21,6,1,164,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,4,5,8,0.00,0.00,0.00,0.00,0.00,0.22,0.07,0.29,0.22,0.29
472,Davidson da Luz Pereira,BRA,"FW,MF",Başakşehir,34,6,3,279,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.5,15,17,32,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.15,0.05,0.15
473,Brooklyn Lyons-Foster,ENG,DF,HJK,24,6,2,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,4,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
474,Mathias Løvik,NOR,DF,Molde,21,5,4,383,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,12,13,54,0.00,0.00,0.00,0.00,0.00,0.03,0.18,0.21,0.03,0.21
475,Noni Madueke,ENG,"FW,MF",Chelsea,23,4,2,168,1.9,3,1,4,3,0,0,0,0,2.2,2.2,0.4,2.6,19,8,33,1.61,0.54,2.14,1.61,2.14,1.19,0.20,1.39,1.19,1.39
476,Miguel Maga,POR,DF,Vitória,22,4,2,222,2.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,9,14,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.16,0.12,0.16
477,Benji Magee,NIR,FW,Larne FC,23,5,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
478,Gary Magnée,BEL,"DF,MF",Cercle Brugge,25,7,5,518,5.8,3,1,4,3,0,0,2,0,1.1,1.1,1.8,2.9,15,20,27,0.52,0.17,0.69,0.52,0.69,0.18,0.32,0.50,0.18,0.50
479,Hicham Mahou,FRA,"FW,MF",Lugano,25,6,5,363,4.0,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,7,13,30,0.25,0.00,0.25,0.25,0.25,0.17,0.06,0.23,0.17,0.23
480,Patrick Mainka,GER,"DF,MF",Heidenheim,30,7,7,660,7.3,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.7,8,29,4,0.14,0.00,0.14,0.14,0.14,0.09,0.00,0.10,0.09,0.10
481,Jordan Majchrzak,POL,FW,Legia Warsaw,20,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
482,Nemanja Maksimović,SRB,"MF,DF",Panathinaikos,30,9,9,760,8.4,1,1,2,1,0,0,1,0,1.5,1.5,0.2,1.8,13,40,11,0.12,0.12,0.24,0.12,0.24,0.18,0.03,0.21,0.18,0.21
