Rk,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
114,Jan Bořil,CZE,DF,Slavia Prague,33,5,5,434,4.8,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.4,6,35,9,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
115,Erik Botheim,NOR,"FW,MF",Malmö,24,8,7,626,7.0,4,0,4,3,1,2,1,0,3.9,2.3,0.7,3.1,8,8,31,0.58,0.00,0.58,0.43,0.43,0.56,0.11,0.67,0.34,0.44
116,Endre Botka,HUN,DF,Ferencváros,29,3,1,112,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
117,Badredine Bouanani,ALG,"MF,FW",Nice,19,8,6,538,6.0,2,0,2,2,0,0,0,0,1.2,1.2,0.8,2.0,19,29,44,0.33,0.00,0.33,0.33,0.33,0.20,0.14,0.34,0.20,0.34
118,Hicham Boudaoui,ALG,MF,Nice,24,5,4,328,3.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,8,20,5,0.00,0.00,0.00,0.00,0.00,0.14,0.08,0.22,0.14,0.22
119,Sofiane Boufal,MAR,MF,Union SG,30,5,3,234,2.6,0,1,1,0,0,0,2,0,0.9,0.9,1.0,1.9,14,17,19,0.00,0.38,0.38,0.00,0.38,0.35,0.40,0.75,0.35,0.75
120,Farès Bousnina,TUN,MF,Nice,18,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
121,Maksym Braharu,UKR,"MF,FW",Dynamo Kyiv,22,3,0,46,0.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
122,Brandon,ESP,FW,PAOK,29,6,3,265,2.9,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,3,10,18,0.34,0.00,0.34,0.34,0.34,0.52,0.12,0.64,0.52,0.64
123,Pedro Bravo,COL,MF,Midtjylland,19,10,1,237,2.6,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,4,7,0,0.00,0.38,0.38,0.00,0.38,0.01,0.18,0.19,0.01,0.19
124,Volodymyr Brazhko,UKR,MF,Dynamo Kyiv,22,6,5,441,4.9,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.5,4,20,4,0.00,0.20,0.20,0.00,0.20,0.07,0.04,0.11,0.07,0.11
125,Brian Brobbey,NED,FW,Ajax,22,8,8,513,5.7,2,3,5,2,0,0,1,0,3.6,3.6,2.1,5.7,9,11,30,0.35,0.53,0.88,0.35,0.88,0.63,0.37,1.00,0.63,1.00
126,Nathaniel Brown,GER,"FW,DF",Eint Frankfurt,21,4,3,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,4,4,17,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
127,Bruma,POR,"FW,MF",Braga,29,6,5,479,5.3,3,1,4,2,1,1,0,1,3.1,2.3,2.4,4.8,20,26,53,0.56,0.19,0.75,0.38,0.56,0.58,0.46,1.05,0.44,0.90
128,Max Bruns,NED,DF,Twente,21,7,6,505,5.6,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,9,20,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
129,Sondre Brunstad Fet,NOR,MF,Bodø/Glimt,27,14,5,508,5.6,1,1,2,1,0,0,1,0,0.5,0.5,0.3,0.8,9,14,14,0.18,0.18,0.35,0.18,0.35,0.10,0.06,0.16,0.10,0.16
130,Jacob Bruun Larsen,DEN,"FW,MF",Hoffenheim,25,5,4,274,3.0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,5,5,18,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.18,0.13,0.18
131,Ibrahim Buhari,NGA,DF,Elfsborg,22,6,6,493,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,13,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
132,Adam Buksa,POL,FW,Midtjylland,28,8,8,720,8.0,2,1,3,1,1,1,3,0,3.8,3.0,1.1,4.1,6,13,30,0.25,0.12,0.37,0.12,0.25,0.47,0.14,0.61,0.37,0.51
133,Marius Bülter,GER,"FW,DF",Hoffenheim,31,4,1,134,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,3,1,10,0.00,0.00,0.00,0.00,0.00,0.14,0.29,0.43,0.14,0.43
134,Onur Bulut,TUR,"FW,DF",Beşiktaş,30,5,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,7,9,12,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.17,0.02,0.17
135,Fabijan Buntić,CRO,GK,Qarabağ,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Christian Burgess,ENG,DF,Union SG,32,9,9,818,9.1,0,0,0,0,0,0,5,1,1.0,1.0,0.3,1.3,3,33,1,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14
137,Busanello,BRA,DF,Malmö,25,8,8,720,8.0,0,2,2,0,0,0,2,0,0.3,0.3,0.8,1.1,6,37,51,0.00,0.25,0.25,0.00,0.25,0.04,0.10,0.14,0.04,0.14
138,Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,30,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,Jack Butland,ENG,GK,Rangers,31,10,10,930,10.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Zico Buurmeester,NED,"MF,FW",AZ Alkmaar,22,10,4,468,5.2,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1,5,19,14,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.21,0.05,0.21
141,Vitaliy Buyalskyi,UKR,MF,Dynamo Kyiv,31,4,3,208,2.3,0,2,2,0,0,0,0,0,0.7,0.7,0.4,1.1,3,13,8,0.00,0.87,0.87,0.00,0.87,0.29,0.19,0.49,0.29,0.49
142,Marcin Bułka,POL,GK,Nice,24,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Cadu,BRA,"DF,FW",Viktoria Plzeň,26,12,12,1002,11.1,0,0,0,0,0,0,1,0,0.4,0.4,1.6,2.0,22,40,46,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.18,0.04,0.18
144,Duje Ćaleta-Car,CRO,DF,Lyon,27,9,6,614,6.8,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,2,13,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
145,Aguibou Camara,GUI,"MF,FW",Ludogorets,23,7,2,266,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,10,5,0.00,0.00,0.00,0.00,0.00,0.16,0.01,0.16,0.16,0.16
146,Issiaga Camara,GUI,MF,Nice,19,5,5,333,3.7,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,8,15,3,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.14,0.10,0.14
147,Mohamed Camara,GUI,MF,PAOK,27,9,7,633,7.0,0,1,1,0,0,0,3,0,1.0,1.0,0.4,1.3,9,31,12,0.00,0.14,0.14,0.00,0.14,0.14,0.05,0.19,0.14,0.19
148,İrfan Can Eğribayat,TUR,GK,Fenerbahçe,26,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,Maxence Caqueret,FRA,MF,Lyon,24,4,1,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,15,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
150,David Carmo,ANG,DF,Olympiacos,25,8,7,621,6.9,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,2,30,0,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
151,Vitor Carvalho,BRA,MF,Braga,27,6,4,310,3.4,1,0,1,1,0,0,3,1,0.2,0.2,0.4,0.6,0,10,6,0.29,0.00,0.29,0.29,0.29,0.05,0.12,0.17,0.05,0.17
152,Casemiro,BRA,MF,Manchester Utd,32,13,10,978,10.9,2,2,4,2,0,0,3,0,1.8,1.8,0.9,2.6,4,73,14,0.18,0.18,0.37,0.18,0.37,0.17,0.08,0.25,0.17,0.25
153,Valentín Castellanos,ARG,FW,Lazio,25,11,7,685,7.6,4,2,6,4,0,0,1,0,2.8,2.8,0.4,3.2,17,16,46,0.53,0.26,0.79,0.53,0.79,0.38,0.05,0.44,0.38,0.44
154,Denil Castillo,ECU,MF,Midtjylland,20,8,7,568,6.3,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,8,22,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
155,Jonny Castro,ESP,DF,PAOK,30,9,9,785,8.7,0,1,1,0,0,0,2,0,0.2,0.2,0.1,0.3,12,35,22,0.00,0.11,0.11,0.00,0.11,0.02,0.01,0.03,0.02,0.03
156,Alessio Castro-Montes,BEL,DF,Union SG,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,6,7,7,0.00,0.00,0.00,0.00,0.00,0.04,0.21,0.26,0.04,0.26
157,Brayan Ceballos,COL,DF,Dynamo Kyiv,23,1,1,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Zeki Çelik,TUR,DF,Roma,27,10,9,774,8.6,1,1,2,1,0,0,2,0,0.3,0.3,0.5,0.7,16,52,33,0.12,0.12,0.23,0.12,0.23,0.03,0.05,0.08,0.03,0.08
159,Václav Černý,CZE,"FW,MF",Rangers,26,12,12,922,10.2,6,2,8,6,0,0,1,0,4.3,4.3,1.3,5.6,40,32,71,0.59,0.20,0.78,0.59,0.78,0.43,0.13,0.56,0.43,0.56
160,Lukáš Červ,CZE,MF,Viktoria Plzeň,23,12,11,974,10.8,1,1,2,1,0,0,2,0,0.8,0.8,0.7,1.5,11,57,21,0.09,0.09,0.18,0.09,0.18,0.08,0.07,0.14,0.08,0.14
161,Fares Chaïbi,ALG,"MF,FW",Eint Frankfurt,21,10,3,437,4.9,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.4,8,25,33,0.00,0.00,0.00,0.00,0.00,0.10,0.19,0.29,0.10,0.29
162,Fyodor Chalov,RUS,FW,PAOK,26,9,4,393,4.4,2,1,3,2,0,0,0,0,1.4,1.4,0.5,1.9,3,14,23,0.46,0.23,0.69,0.46,0.69,0.32,0.11,0.43,0.32,0.43
163,Arthur Chaves,BRA,DF,Hoffenheim,23,6,5,422,4.7,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0,15,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
164,Rayan Cherki,FRA,"MF,FW",Lyon,20,12,11,909,10.1,4,8,12,4,0,0,1,0,2.2,2.2,5.4,7.7,54,85,65,0.40,0.79,1.19,0.40,1.19,0.22,0.54,0.76,0.22,0.76
165,Edward Chilufya,ZAM,FW,Midtjylland,24,5,2,254,2.8,1,0,1,1,0,0,1,0,2.0,2.0,0.4,2.4,6,2,19,0.35,0.00,0.35,0.35,0.35,0.70,0.15,0.85,0.70,0.85
166,Chiquinho,POR,"MF,FW",Olympiacos,29,8,7,586,6.5,0,1,1,0,0,0,0,0,1.0,1.0,0.8,1.8,7,18,42,0.00,0.15,0.15,0.00,0.15,0.16,0.12,0.27,0.16,0.27
167,Vlad Chiricheș,ROU,"MF,DF",FCSB,34,6,5,441,4.9,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.7,4,17,2,0.00,0.20,0.20,0.00,0.20,0.03,0.11,0.14,0.03,0.14
168,Francisco Chissumba,POR,DF,Braga,19,1,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,Ivaylo Chochev,BUL,MF,Ludogorets,31,8,5,479,5.3,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,2,18,7,0.19,0.00,0.19,0.19,0.19,0.10,0.02,0.12,0.10,0.12
170,Tomáš Chorý,CZE,FW,Slavia Prague,29,7,4,389,4.3,4,1,5,4,0,0,3,0,2.5,2.5,0.3,2.7,5,4,28,0.93,0.23,1.16,0.93,1.16,0.57,0.07,0.64,0.57,0.64
171,Anders Christiansen,DEN,"FW,MF",Malmö,34,7,5,425,4.7,1,1,2,1,0,0,2,1,1.6,1.6,1.0,2.6,7,17,29,0.21,0.21,0.42,0.21,0.42,0.33,0.22,0.55,0.33,0.55
172,Mojmir Chytil,CZE,FW,Slavia Prague,25,8,4,359,4.0,1,0,1,1,0,0,1,0,1.1,1.1,0.8,1.9,7,8,18,0.25,0.00,0.25,0.25,0.25,0.28,0.21,0.49,0.28,0.49
173,Juri Cisotti,ITA,"FW,MF",FCSB,31,4,3,262,2.9,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,2,7,4,0.34,0.00,0.34,0.34,0.34,0.15,0.01,0.15,0.15,0.15
174,Ibrahim Cissé,SEN,DF,Ferencváros,28,10,10,845,9.4,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,2,22,2,0.11,0.00,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07
175,Eldar Ćivić,BIH,"DF,FW",Ferencváros,28,7,5,461,5.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.3,7,23,19,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.07
176,Jordy Clasie,NED,MF,AZ Alkmaar,33,10,9,783,8.7,1,1,2,1,0,0,3,0,0.7,0.7,0.3,1.0,9,49,10,0.11,0.11,0.23,0.11,0.23,0.08,0.03,0.11,0.08,0.11
177,Jonathan Clauss,FRA,"MF,DF",Nice,31,7,3,370,4.1,0,1,1,0,0,0,1,0,0.2,0.2,1.4,1.6,19,31,36,0.00,0.24,0.24,0.00,0.24,0.05,0.34,0.40,0.05,0.40
178,Avishay Cohen,ISR,DF,Maccabi Tel Aviv,29,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
179,Omar Colley,GAM,DF,PAOK,31,5,3,366,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.8,1,11,2,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19
180,Nnamdi Collins,GER,DF,Eint Frankfurt,20,6,4,355,3.9,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,6,12,9,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05
181,Toby Collyer,ENG,MF,Manchester Utd,20,4,2,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
182,Colin Coosemans,BEL,GK,Anderlecht,31,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Diogo Costa,POR,GK,Porto,24,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
184,Costinha,POR,DF,Olympiacos,24,9,6,562,6.2,0,0,0,0,0,0,0,0,0.8,0.8,1.0,1.7,16,24,40,0.00,0.00,0.00,0.00,0.00,0.13,0.15,0.28,0.13,0.28
185,Valentin Crețu,ROU,DF,FCSB,35,9,9,740,8.2,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,13,16,18,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
186,Bryan Cristante,ITA,"MF,DF",Roma,29,8,5,498,5.5,0,0,0,0,0,0,2,1,0.4,0.4,0.1,0.4,3,22,6,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
187,Carlos Cuesta,COL,DF,Galatasaray,25,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,5,5,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
188,Findlay Curtis,SCO,FW,Rangers,17,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
189,Elvin Cəfərquliyev,AZE,DF,Qarabağ,23,7,6,530,5.9,0,0,0,0,0,0,3,1,0.1,0.1,1.7,1.8,21,28,43,0.00,0.00,0.00,0.00,0.00,0.02,0.29,0.30,0.02,0.30
190,Ro-Zangelo Daal,NED,FW,AZ Alkmaar,20,4,0,84,0.9,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,3,2,6,1.07,0.00,1.07,1.07,1.07,0.65,0.00,0.65,0.65,0.65
191,Johan Dahlin,SWE,GK,Malmö,37,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,Mahmoud Dahoud,GER,MF,Eint Frankfurt,28,8,6,496,5.5,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4,23,8,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13
193,Diogo Dalot,POR,"DF,MF",Manchester Utd,25,13,11,1035,11.5,3,0,3,3,0,0,1,0,1.6,1.6,1.8,3.4,25,69,65,0.26,0.00,0.26,0.26,0.26,0.15,0.16,0.31,0.15,0.31
194,Danilo,BRA,MF,Rangers,25,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.07,0.00,1.07,1.07,1.07
195,Kevin Danso,AUT,DF,Tottenham,25,3,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Dante,BRA,DF,Nice,40,3,3,244,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
197,Tobi David,CAN,FW,Union SG,23,2,2,134,1.5,1,0,1,0,1,1,0,0,1.5,0.8,0.1,1.0,1,2,14,0.67,0.00,0.67,0.00,0.00,1.02,0.08,1.10,0.56,0.64
198,Osher Davida,ISR,FW,Maccabi Tel Aviv,23,7,5,428,4.8,1,2,3,0,1,1,2,0,1.2,0.4,0.9,1.3,14,16,40,0.21,0.42,0.63,0.00,0.42,0.25,0.19,0.43,0.08,0.27
199,Ofir Davidzada,ISR,DF,Maccabi Tel Aviv,33,3,2,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,6,6,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
200,Ben Davies,WAL,DF,Tottenham,31,8,7,637,7.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,10,44,12,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
201,Joyskim Dawa,CMR,DF,FCSB,28,10,8,826,9.2,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,6,1,0.11,0.00,0.11,0.11,0.11,0.04,0.00,0.04,0.04,0.04
202,Nathan De Cat,BEL,FW,Anderlecht,16,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
203,Kamiel Van De Perre,BEL,MF,Union SG,20,5,2,157,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,13,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
204,Tristan Degreef,BEL,"FW,MF",Anderlecht,19,7,7,476,5.3,1,0,1,1,0,0,1,0,0.6,0.6,0.4,1.0,15,14,44,0.19,0.00,0.19,0.19,0.19,0.10,0.08,0.19,0.10,0.19
205,Maxim Dekker,NED,DF,AZ Alkmaar,20,3,3,263,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,6,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
206,Fisayo Dele-Bashiru,NGA,MF,Lazio,23,8,5,498,5.5,2,2,4,2,0,0,0,0,0.6,0.6,1.3,2.0,14,25,28,0.36,0.36,0.72,0.36,0.72,0.11,0.24,0.35,0.11,0.35
207,Yusuf Demir,AUT,"MF,DF",Galatasaray,21,5,0,66,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,2,4,0.00,0.00,0.00,0.00,0.00,0.29,0.31,0.60,0.29,0.60
208,Kerem Demirbay,GER,MF,Galatasaray,31,9,0,239,2.7,0,2,2,0,0,0,1,0,0.1,0.1,0.8,0.9,4,22,6,0.00,0.75,0.75,0.00,0.75,0.04,0.31,0.35,0.04,0.35
209,Branco van den Boomen,NED,MF,Ajax,29,7,3,363,4.0,1,0,1,0,1,1,3,0,1.6,0.9,0.3,1.2,4,27,2,0.25,0.00,0.25,0.00,0.00,0.41,0.08,0.49,0.21,0.29
210,Leander Dendoncker,BEL,"MF,DF",Anderlecht,29,8,8,713,7.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,6,29,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
211,Rémy Descamps,FRA,GK,Lyon,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,Kiril Despodov,BUL,FW,PAOK,27,10,4,445,4.9,2,3,5,2,0,0,2,0,1.0,1.0,2.3,3.4,13,20,73,0.40,0.61,1.01,0.40,1.01,0.21,0.47,0.68,0.21,0.68
213,Cyriel Dessers,NGA,FW,Rangers,29,12,9,791,8.8,3,3,6,3,0,0,2,0,5.5,5.5,1.5,6.9,13,4,43,0.34,0.34,0.68,0.34,0.68,0.62,0.17,0.79,0.62,0.79
214,Ersin Destanoğlu,TUR,GK,Beşiktaş,23,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,Boulaye Dia,SEN,"FW,MF",Lazio,27,12,7,583,6.5,3,0,3,3,0,0,1,0,1.9,1.9,0.8,2.7,8,8,36,0.46,0.00,0.46,0.46,0.46,0.30,0.14,0.44,0.30,0.44
216,Maksym Diachuk,UKR,DF,Dynamo Kyiv,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Amad Diallo,CIV,"MF,FW",Manchester Utd,22,11,6,596,6.6,2,1,3,2,0,0,1,0,1.5,1.5,2.5,4.0,42,18,86,0.30,0.15,0.45,0.30,0.45,0.22,0.38,0.60,0.22,0.60
218,Ousmane Diao,SEN,DF,Midtjylland,20,10,10,900,10.0,2,0,2,2,0,0,0,0,1.2,1.2,0.6,1.7,4,24,3,0.20,0.00,0.20,0.20,0.20,0.12,0.06,0.17,0.12,0.17
219,Mahamadou Diawara,FRA,"MF,FW",Lyon,19,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.39,0.00,0.39
220,Dénes Dibusz,HUN,GK,Ferencváros,33,7,7,572,6.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,Ole Didrik Blomberg,NOR,FW,Bodø/Glimt,24,8,8,620,6.9,0,2,2,0,0,0,0,0,0.5,0.5,1.2,1.7,14,14,53,0.00,0.29,0.29,0.00,0.29,0.07,0.18,0.25,0.07,0.25
222,Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,23,4,2,186,2.1,2,0,2,2,0,0,1,0,0.9,0.9,0.0,0.9,6,6,32,0.97,0.00,0.97,0.97,0.97,0.42,0.02,0.43,0.42,0.43
223,Mohamed Diomandé,CIV,MF,Rangers,22,10,9,788,8.8,1,2,3,1,0,0,5,0,0.6,0.6,1.1,1.6,11,42,28,0.11,0.23,0.34,0.11,0.34,0.06,0.12,0.19,0.06,0.19
224,Sofiane Diop,FRA,"MF,FW",Nice,24,7,5,407,4.5,0,2,2,0,0,0,1,1,0.9,0.9,1.2,2.2,16,22,23,0.00,0.44,0.44,0.00,0.44,0.21,0.28,0.48,0.21,0.48
225,Álvaro djaló,ESP,FW,Athletic Club,24,8,3,244,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,1,30,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15
226,Tiago Djaló,POR,DF,Porto,24,7,6,534,5.9,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,5,10,1,0.17,0.00,0.17,0.17,0.17,0.04,0.00,0.04,0.04,0.04
227,Alexander Djiku,GHA,DF,Fenerbahçe,29,8,6,648,7.2,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.2,3,34,1,0.14,0.00,0.14,0.14,0.14,0.02,0.01,0.03,0.02,0.03
228,Franculino Djú,GNB,FW,Midtjylland,20,6,2,219,2.4,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.5,5,7,11,0.41,0.00,0.41,0.41,0.41,0.60,0.03,0.63,0.60,0.63
229,Kasper Dolberg,DEN,"FW,MF",Anderlecht,26,7,3,297,3.3,1,1,2,0,1,1,2,0,1.2,0.5,0.3,0.8,2,5,18,0.30,0.30,0.61,0.00,0.30,0.37,0.09,0.46,0.15,0.25
230,Patrick Dorgu,DEN,"DF,MF",Manchester Utd,19,7,7,631,7.0,0,0,0,0,0,0,1,0,0.9,0.9,1.1,2.0,21,21,47,0.00,0.00,0.00,0.00,0.00,0.12,0.16,0.29,0.12,0.29
231,Oscar Dorley,LBR,MF,Slavia Prague,26,8,8,667,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,9,35,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
232,Merchas Doski,IRQ,"DF,FW",Viktoria Plzeň,24,3,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
